고객번호,성별,연령대,거주지역,경쟁사이용횟수,멤버쉽보유,온라인이용횟수,1번품목구매비율(%),2번품목구매비율(%),3번품목구매비율(%),4번품목구매비율(%),편의품구매횟수,선매품구매횟수,전문품구매횟수,기타구매횟수,편의품구매등급,선매품구매등급,전문품구매등급,기타구매등급,1기구매비율(%),2기구매비율(%),3기구매비율(%),4기구매비율(%),5기구매비율(%),6기구매비율(%),7기구매비율(%),8기구매비율(%),1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수,A제휴사구매비율(%),B제휴사구매비율(%),C제휴사구매비율(%),D번제휴사구매비율(%),A_구매횟수,B_구매횟수,C_구매횟수,D_구매횟수,A_총구매액,B_총구매액,C_총구매액,D_총구매액,분기증감확인
15664,0,1,0,0,0,0,4.4,20,63.27,12.33,831,362,2,18,2,3,3,4,8.37,12,12.18,10.9,17.59,7.19,11.1,20.67,3,2,2,3,2,5,4,2,170,230,170,167,121,117,109,129,73.66,19.45,5.55,1.35,954,37,221,1,3,7,4,2,1
15665,1,2,0,13,0,4,1.84,17.8,77.91,2.45,166,165,8,89,10,3,2,2,14.03,9.78,9.94,12.9,9.38,14.89,11,18.07,3,5,3,3,4,3,3,2,47,40,61,46,50,45,75,64,85.03,0,14.97,0,425,0,3,0,3,10,7,6,1
15666,0,3,0,0,0,41,10.54,62.72,0,26.74,2481,70,0,17,2,7,6,7,12.49,14.32,13.73,11.02,13.26,13.57,12.68,8.93,6,6,6,5,5,5,6,6,259,252,306,373,397,357,307,317,90.21,6.61,3.18,0,4,2562,2,0,9,1,9,6,0
15667,0,4,0,0,0,7,1.49,17.11,77.65,3.76,1170,269,2,138,2,2,3,1,25.79,8.88,8.87,9.27,7.18,15.47,11.38,13.15,1,2,3,3,2,2,3,2,215,238,195,196,267,143,168,157,83.29,12.83,3.88,0,1034,543,2,0,2,5,9,6,0
15668,0,3,1,0,0,21,45.59,8.44,39.5,6.46,570,111,1,78,1,8,5,4,38.4,27.58,7.7,4.49,4.68,6.67,4.62,5.87,2,1,7,7,7,5,6,2,41,195,46,65,71,73,84,185,20.34,38.05,0,41.61,8,751,0,1,9,1,10,1,0
15669,0,3,0,1,0,0,9.46,65.8,0,24.74,712,78,0,8,6,5,6,7,16.37,12.83,14.9,9.69,16.63,10.97,11.74,6.87,5,6,5,5,6,8,6,9,87,93,116,147,76,87,120,72,63.2,0,10.89,25.91,789,0,1,8,4,10,9,1,0
15670,1,2,1,0,1,47,12.64,63.26,0,24.1,1279,128,0,30,3,5,6,5,8.39,9.15,13.48,9.63,12.28,16.61,12.2,18.25,8,6,5,5,4,4,6,4,135,182,168,232,238,180,165,137,87.4,6.61,5.98,0,28,1401,8,0,6,1,6,6,1
15671,0,4,0,0,1,1,2.05,32.82,47.71,17.42,951,69,1,3,8,5,4,8,25.04,17.24,15.64,5.04,9.08,10.21,12.66,5.1,4,5,5,10,7,6,7,10,100,111,138,117,149,183,118,108,70.49,25.38,4.14,0,67,36,921,0,5,6,2,6,0
15672,1,1,0,0,2,2,10.32,48.11,0,41.57,1302,30,0,2,10,10,6,10,17.02,13.31,12.24,11.53,12.73,11.39,13.18,8.59,10,10,10,10,10,10,10,10,172,159,169,162,146,169,184,173,83.02,11.88,5.1,0,6,106,1222,0,9,7,3,6,0
15673,0,3,0,0,0,0,11.66,61.4,0,26.94,554,98,0,15,8,5,6,7,8.78,21.99,14.32,9.3,11.9,12.67,9.44,11.61,8,7,8,8,8,6,6,7,92,48,59,88,75,101,138,66,49.85,30.64,0,19.52,633,15,0,19,5,9,10,1,0
15675,1,3,1,0,0,0,4.44,19.16,74.08,2.32,264,285,1,33,7,2,3,6,10.46,8.52,20.21,14.42,10.63,5.55,11.97,18.25,3,3,1,3,3,6,4,3,81,106,81,68,86,65,52,44,85.33,5.32,2.42,6.92,564,7,10,2,3,10,8,2,0
15676,0,4,1,0,1,0,15.68,76.86,0,7.46,597,79,0,51,8,6,6,7,15.48,12.03,10.17,9.2,8.59,18.65,11.43,14.45,6,7,9,8,9,7,9,5,87,95,88,112,83,73,92,97,53.26,34.48,12.26,0,721,1,5,0,5,10,8,6,1
15677,0,3,1,0,0,0,17.41,82.59,0,0,1807,4,0,0,8,10,6,10,14.84,14.68,17.15,10.24,9.37,10.68,13.53,9.5,10,10,10,10,10,9,8,8,109,145,148,197,225,333,322,332,61,0,8.69,30.31,2,0,1808,1,10,10,2,2,1
15678,0,2,0,14,0,25,11.31,58.82,0,29.87,1811,84,0,56,5,7,6,4,12.38,11.55,11.1,9.75,14.07,13.57,13.83,13.75,6,7,9,7,6,9,5,7,277,258,192,267,244,146,377,190,89.85,5.71,4.44,0,12,1909,30,0,7,2,5,6,0
15679,0,3,1,11,1,0,1.33,17.65,79.03,1.98,811,270,4,60,5,2,2,4,13.24,10.48,11.74,15.18,11.48,11.27,15.56,11.05,2,2,2,2,2,2,2,3,105,211,181,126,135,176,98,113,85.84,8.68,5.48,0,510,627,8,0,2,4,7,6,0
15680,0,1,0,0,0,0,0.53,13.45,86.02,0,3483,1,1,0,2,10,3,10,10.96,14.07,14.71,10.21,12.42,13.75,15.89,7.99,9,6,6,5,5,5,5,7,242,388,412,525,538,518,405,457,89.98,0,2.63,7.4,6,0,3448,31,8,10,1,1,1
15681,0,4,0,0,0,0,6.22,51.69,31.18,10.92,2029,59,6,14,4,7,4,8,20.93,9.97,13.25,11.18,9.55,13.56,13.7,7.86,4,8,6,8,8,6,7,8,277,250,296,218,271,286,260,250,91.58,8.42,0,0,44,2064,0,0,6,2,10,6,0
15682,0,3,0,0,0,30,1.21,11.97,85.28,1.54,1426,170,1,87,5,4,4,5,14.89,25.64,15.99,15.7,7.97,6.16,6.89,6.75,4,4,4,4,5,7,7,5,156,123,184,207,268,232,249,265,86.11,10.55,3.34,0,19,1647,18,0,7,1,6,6,0
15683,0,2,0,0,1,48,10.49,58.76,0,30.75,2841,74,0,19,3,8,6,8,12.65,13.35,13.08,14.09,12.99,10.88,12.5,10.47,6,7,8,7,6,6,7,5,350,304,266,295,387,498,370,464,86.61,8.49,4.89,0,18,2881,35,0,8,2,6,6,1
15684,0,3,0,0,0,7,16.29,64.84,0,18.86,1619,85,0,31,6,8,6,8,13.06,13.76,17.26,8.96,11,12.55,11.96,11.45,9,7,8,10,8,7,9,8,147,257,173,193,265,299,204,197,71.11,8.68,0,20.21,7,1723,0,5,9,3,10,1,1
15685,0,2,0,11,0,7,5.36,33.62,56.42,4.6,209,358,14,15,1,1,1,4,16.89,18.26,15.89,9.28,11.01,11.45,5.64,11.57,1,1,1,1,1,1,2,1,55,95,52,76,64,118,57,79,95.97,0,4.03,0,585,0,11,0,1,10,5,6,0
15686,1,3,1,0,0,0,11.84,70.18,0,17.98,346,229,0,25,10,5,6,7,11.4,15.01,13.28,12.43,6.52,12.97,15.68,12.7,7,4,8,7,10,7,7,8,78,121,73,76,52,80,73,47,59.8,21.06,19.14,0,580,19,1,0,5,9,9,6,0
15687,0,3,0,0,0,0,0.46,8,88.87,2.67,1431,306,25,37,1,1,1,1,8.67,13.56,9.67,9.06,10.8,17.44,21.93,8.87,1,1,1,1,1,1,1,1,200,196,214,262,194,240,242,251,87.58,9.67,2.75,0,828,217,754,0,1,5,3,6,1
15688,1,2,0,0,1,31,1.43,4.45,92.51,1.6,1322,82,1,158,6,8,4,4,13.21,16.1,12.57,10.6,11.41,11.87,13.12,11.13,9,8,7,8,9,8,7,6,110,137,223,221,176,224,232,240,90.01,6.37,3.62,0,6,1539,18,0,8,3,6,6,1
15689,0,4,1,0,0,0,3.24,22.52,69.54,4.7,872,173,1,25,1,3,4,5,6.72,8.59,10.42,20.48,14.65,10.16,10.33,18.65,4,3,3,2,3,3,4,2,143,171,150,144,106,143,111,103,75.81,16.79,7.39,0,897,171,3,0,3,6,8,6,1
15690,0,3,1,1,0,0,7.65,60.08,0,32.27,2095,52,0,11,4,8,6,8,9.56,16.37,22.28,10.93,11.16,10.56,10.49,8.65,6,9,7,7,7,6,8,7,335,131,157,281,316,381,283,274,73.66,20.15,6.19,0,22,95,2041,0,7,6,1,6,0
15691,0,3,3,0,0,0,3.61,27.42,36.22,32.75,2034,92,1,45,4,6,5,1,8.6,16.69,9.67,7.46,10.48,12.92,15.5,18.68,5,3,7,7,7,7,7,5,382,389,271,290,230,226,196,188,87.41,9.76,2.83,0,30,2126,16,0,7,1,7,6,1
15692,0,2,0,1,1,53,17.81,58.78,0,23.42,2381,126,0,55,5,8,6,7,12.45,12.56,13.17,12.08,12.82,11.73,14.53,10.65,8,8,9,7,7,7,7,6,256,288,249,309,322,392,356,390,71.4,28.6,0,0,1,2561,0,0,10,2,10,6,1
15693,0,3,0,0,0,45,10.24,38.31,0,51.45,1393,43,0,11,6,9,6,7,13.52,9.29,12.22,12.02,13.65,12.83,17.02,9.45,7,10,9,9,7,8,8,8,201,151,144,154,227,210,170,190,37.96,14.4,47.64,0,3,1443,1,0,10,3,8,6,0
15694,0,4,0,0,0,40,5.6,27.17,55.82,11.4,915,144,100,100,7,6,1,2,6.92,20.43,22.41,7.42,9.35,13.93,9.63,9.92,7,4,2,6,6,4,8,6,144,140,210,201,151,173,130,110,78.47,17.61,3.92,0,19,1154,86,0,7,1,4,6,1
15695,0,3,0,7,0,12,6.96,70.63,11.29,11.12,2754,207,1,35,1,4,6,7,17.43,26.91,10.51,9.17,8.91,8.74,11.41,6.92,2,2,4,4,4,5,4,7,423,386,389,452,376,365,362,244,91.16,7.3,1.54,0,127,2861,9,0,5,1,8,6,0
15696,0,1,0,0,0,0,3.7,14.36,66.65,15.28,1209,183,1,40,4,5,4,3,8.51,22.07,10.88,15.41,11.49,14.32,9.56,7.76,6,3,7,4,6,6,7,6,192,182,167,169,180,146,191,206,80.25,10.36,0,9.39,81,1351,0,1,5,2,10,2,0
15698,0,1,0,0,0,0,5.71,46.36,0,47.93,249,6,0,1,10,10,6,9,11.42,18.14,9.52,10.26,16.8,13.09,13,7.78,10,10,10,10,10,10,10,10,39,31,21,45,24,34,32,30,47.21,36.56,5.85,10.38,10,4,131,111,9,9,4,1,0
15699,1,2,0,0,1,14,14.03,62.44,0,23.53,1737,171,0,120,2,5,6,2,11.32,19.78,17.99,12.33,11.27,7.92,9.5,9.89,4,3,3,5,5,8,6,4,286,250,261,209,273,208,276,265,71.88,21.04,7.08,0,71,1606,351,0,6,1,3,6,0
15700,0,3,0,0,0,2,18.6,53.66,0,27.75,2699,15,0,37,2,10,6,7,13.94,12.7,15.52,10.2,11.68,11.24,14.36,10.37,6,6,5,8,7,7,7,6,323,343,358,293,350,391,313,380,81.65,10.9,7.45,0,3,2743,5,0,10,1,8,6,0
15701,0,1,0,0,1,3,6.5,71.72,0,21.78,310,14,0,6,10,9,6,8,6.8,7.69,9.53,23.33,20.52,10.52,5.87,15.74,10,10,10,10,10,10,10,9,87,79,22,20,21,17,35,49,55.65,33.85,3.22,7.28,19,4,20,287,7,9,6,1,1
15702,0,1,0,6,0,0,13.15,73.98,0,12.87,563,141,0,112,6,4,6,2,3.01,25.79,12.67,11.25,9.34,15.2,12.46,10.28,10,3,4,5,5,4,4,6,5,84,138,111,139,129,130,80,71.12,24.02,4.85,0,715,86,15,0,4,7,7,6,1
15703,1,1,0,0,0,6,1.01,4.41,93.19,1.39,102,379,4,40,10,1,1,2,9.96,12.73,13.74,24.86,6.53,5.89,10.53,15.75,2,1,2,1,2,5,2,1,65,84,52,81,84,36,55,68,88.4,6.65,2.33,2.62,493,14,8,10,1,9,7,1,1
15704,0,2,0,0,0,0,13.4,80.55,0,6.04,1061,98,0,2,9,7,6,10,15.51,11.32,22.65,11.5,9.44,8.82,11.3,9.47,10,10,6,8,10,10,9,8,74,72,182,189,139,148,180,177,64.24,17.64,18.12,0,19,1141,1,0,8,4,9,6,1
15705,0,2,0,0,0,0,1.14,6.16,0,92.7,2803,21,0,1,2,10,6,6,9.43,13.16,15.01,10.65,13.25,13.5,14.01,10.97,8,7,6,7,6,5,5,6,308,298,348,346,347,437,406,335,95.93,2.87,1.19,0,1,39,2785,0,9,7,1,6,1
15706,0,3,0,0,1,22,6.63,38.09,40.74,14.54,1491,92,1,21,6,7,5,7,14.66,15.02,12.35,12.02,12.04,12.69,11.08,10.12,6,9,7,8,7,7,8,6,195,123,215,175,214,217,209,257,85.59,8.88,5.53,0,7,1525,73,0,8,3,4,6,0
15707,0,2,0,0,1,0,3.31,19.36,57.62,19.71,3174,19,1,10,4,10,5,8,12.2,12.12,11.73,10.34,13.28,12.29,14.79,13.26,10,6,7,8,8,8,9,7,46,553,591,437,407,458,336,376,55.59,32.68,11.73,0,32,144,3028,0,8,6,2,6,1
15708,0,4,0,14,0,0,5.62,25.64,0,68.73,2038,26,0,2,8,10,6,9,15.03,11.38,15.05,9.86,14.18,12.31,13.22,8.97,8,9,9,9,10,10,10,10,258,311,275,323,188,232,228,251,76.04,15.87,8.09,0,11,50,2005,0,9,8,2,6,0
15709,0,3,0,1,0,22,0.75,25.77,72.58,0.9,1809,23,2,5,5,6,3,9,8.13,10.24,8.98,7.92,9.24,10.13,9.38,35.98,8,7,8,8,8,8,8,3,223,248,226,244,231,198,251,218,93.14,3.47,3.39,0,35,1,1803,0,6,10,1,6,1
15710,0,3,1,0,1,0,4.37,37.79,41.49,16.35,3392,45,3,3,1,8,4,9,11.17,12.16,13.23,12.33,11.89,14.59,15.62,9,4,4,5,5,6,5,5,7,509,595,395,407,344,423,423,347,84.54,9.42,6.04,0,26,73,3344,0,7,7,1,6,0
15711,0,4,0,0,1,0,2.87,90,0,7.13,1418,67,0,7,10,5,6,9,14.88,8.93,14.1,11.95,13.12,9.65,9.73,17.64,7,9,8,7,8,10,9,6,179,183,177,212,182,154,233,172,92.9,3.48,3.62,0,83,1389,20,0,5,5,6,6,1
15712,0,3,0,0,0,0,24.09,36.18,0,39.73,2907,202,0,6,2,8,6,9,12.52,12.81,13.13,11.68,12.42,13.65,12.98,10.81,7,6,6,7,6,6,6,6,294,380,410,367,409,443,441,371,20.3,51.39,28.32,0,3,83,3029,0,10,7,1,6,1
15713,1,2,0,0,1,1,21.31,69.26,0,9.43,1584,70,0,44,6,9,6,9,11.93,10.3,13.16,9.86,12.94,14.04,15.63,12.13,8,9,9,9,7,8,7,8,196,196,181,218,257,214,249,187,51.85,29.1,19.05,0,2,1669,27,0,10,3,6,6,0
15714,1,4,0,0,0,0,10.46,62.86,0,26.68,1638,82,0,82,5,7,6,3,10.01,14.43,13.6,18.68,10.41,12.18,12.05,8.64,7,5,7,4,8,8,7,9,257,268,206,241,196,206,267,161,81.07,14.01,4.91,0,24,1774,4,0,7,2,9,6,0
15715,0,4,0,0,0,0,5.83,61.93,19.62,12.62,640,167,1,52,9,4,5,4,20.72,15.53,10.43,12.5,7.42,6.81,10.2,16.39,3,3,5,3,6,7,8,5,101,124,110,144,132,111,74,64,76.12,15.42,8.45,0,564,292,4,0,4,6,8,6,0
15716,0,3,0,0,0,0,12.73,38.49,0,48.78,1798,53,0,15,4,9,6,7,12.46,12.17,13.44,9.19,16.82,11.82,13.88,10.22,8,7,7,10,6,8,7,6,198,249,243,163,241,242,240,290,88.29,7.88,3.83,0,1,170,1695,0,9,6,1,6,1
15717,1,3,1,0,1,28,0.55,6.89,91.54,1.03,1381,105,4,122,7,5,2,3,16.51,11.84,26.32,13.07,4.94,9.7,10.89,6.72,4,5,3,5,10,6,6,7,202,209,185,187,182,218,233,196,89.76,6.85,3.39,0,165,1438,9,0,5,4,8,6,0
15718,0,3,0,0,0,2,8.08,91.92,0,0,2797,5,0,0,2,10,6,10,13.37,15.51,13.15,10.2,10.94,11.94,13.41,11.49,5,6,7,7,7,7,6,6,380,304,315,347,361,381,372,342,88.68,7.71,3.61,0,2,3,2797,0,9,10,1,6,0
15719,0,4,0,2,0,0,6.39,86.83,0,6.78,726,307,0,26,9,3,6,8,23.99,10.08,9.84,11.74,11.9,14.87,6.27,11.31,3,3,3,3,3,3,6,3,66,160,165,169,132,126,122,119,86.16,7.13,6.71,0,584,31,444,0,3,9,3,6,0
15720,0,1,1,2,1,0,1.05,12.75,0,86.2,1720,66,0,1,4,6,6,6,14.88,9.01,12.58,10.29,15.29,17.29,10.14,10.53,5,10,6,6,4,5,7,5,182,102,249,225,319,213,251,246,84.26,10.87,4.87,0,48,8,1731,0,6,9,1,6,0
15721,0,3,1,0,0,0,3.73,44.05,0,52.22,3121,5,0,4,2,10,6,7,15.93,13.51,14.54,9.75,12.63,11.84,12.92,8.87,5,5,5,8,7,6,7,6,341,433,426,341,329,452,352,456,86.8,9.85,3.35,0,4,47,3079,0,8,7,1,6,0
15722,1,2,1,0,0,1,0.78,14.65,79.66,4.91,1271,12,1,4,8,9,3,8,13.77,13.36,5.97,9.96,24.3,11.82,14.34,6.47,9,10,10,10,7,8,6,9,99,109,123,128,116,205,284,224,78.74,17.69,3.57,0,15,3,1270,0,7,9,2,6,1
15723,0,2,1,5,1,0,7.24,70.75,0,22,874,208,0,110,8,4,6,1,11.79,13.19,14.98,15.26,8.96,14.22,12.21,9.39,3,3,4,4,7,5,9,7,231,243,163,130,124,136,71,94,80.86,13.96,5.18,0,431,743,18,0,4,5,7,6,0
15725,0,2,0,0,0,0,7.77,0,0,92.23,2583,0,0,1,7,10,6,9,13.37,10.5,11.96,10.29,11.63,16.98,14.89,10.37,10,10,10,10,9,8,8,8,85,298,285,302,427,383,405,399,97.78,0,2.22,0,5,0,2579,0,8,10,2,6,1
15726,0,2,0,0,1,0,0.87,13.13,82.75,3.25,1753,25,1,8,5,8,3,8,20.2,8.79,10.99,8.54,16.28,17.2,10.32,7.68,5,9,8,9,6,5,8,9,190,220,224,182,237,267,265,202,71.9,26.42,1.69,0,9,25,1753,0,7,6,2,6,0
15727,0,2,0,0,0,23,11.16,59.52,0,29.32,1074,120,0,208,9,6,6,1,16.11,11.51,17.02,10.12,10.55,12.28,11.21,11.21,8,8,7,9,7,5,7,7,93,146,149,131,225,273,228,157,70.55,20.3,9.15,0,15,1215,172,0,8,3,4,6,1
15728,0,3,3,0,1,3,14.74,53.3,0,31.96,815,91,0,17,8,7,6,7,10.77,14.24,12.63,9.36,13.38,16.3,14.19,9.12,8,8,8,9,8,9,10,9,137,107,133,139,132,77,85,113,67.78,24.78,7.43,0,7,884,32,0,9,4,6,6,0
15729,0,3,0,0,0,2,3.74,21.91,0,74.35,2946,21,0,4,2,9,6,6,11.39,10.24,11.98,10.74,11.73,12.06,17.12,14.73,4,5,5,6,7,6,8,6,544,531,470,370,315,347,171,223,87.05,9.26,3.68,0,5,42,2924,0,8,7,1,6,0
15730,0,3,0,0,0,0,5.78,94.22,0,0,1897,12,0,0,5,9,6,10,9.51,8.08,11.94,16.39,10.79,12.12,14.69,16.49,10,10,9,4,7,8,8,9,97,101,241,422,368,295,260,125,86.67,8.46,4.87,0,11,43,1855,0,8,8,2,6,1
15731,0,4,0,0,0,0,2.09,33.53,0,64.38,3298,62,0,1,2,6,6,8,9.68,10.55,14.89,10.98,10.67,15.01,20.11,8.11,6,6,4,5,6,5,4,7,390,429,508,468,414,400,407,345,86.15,9,4.85,0,56,21,3284,0,6,9,1,6,0
15732,0,4,0,0,0,18,19.46,41.24,0,39.3,1046,7,0,5,7,10,6,9,11.08,11.25,12.71,11.39,14.61,12.03,16.1,10.84,9,10,10,10,9,9,9,8,128,123,107,110,121,183,123,163,43.12,37.95,18.93,0,4,1047,7,0,10,4,8,6,1
15733,0,3,0,0,0,0,14.41,85.59,0,0,934,16,0,0,8,9,6,10,10.2,14.09,13.1,10.87,10.22,12.7,12.64,16.17,10,9,10,9,8,9,10,10,114,127,102,135,221,160,78,13,68.95,21.09,9.97,0,12,2,936,0,8,10,2,6,0
15734,0,3,1,0,0,0,9.26,34.38,0,56.36,2832,2,0,3,4,10,6,9,12.72,12.55,15.52,12.53,11.95,11.2,14.24,9.28,7,7,7,8,9,9,8,8,422,384,359,329,318,319,340,366,64.3,22.72,10.53,2.45,8,8,2820,1,9,9,1,2,0
15735,0,3,1,0,0,0,0.69,8.75,88.25,2.3,766,346,3,26,3,1,2,3,22.85,16.03,10.14,7.71,10.6,9.34,12.75,10.58,1,1,2,3,1,2,1,2,147,126,157,84,188,142,146,151,92.94,4.94,2.11,0,563,518,60,0,1,5,5,6,0
15736,1,2,1,0,0,0,4.42,50.43,31.17,13.97,914,284,4,59,5,3,4,2,9.31,11.33,15.47,14.38,10.59,10.91,12.65,15.37,4,2,2,2,3,2,3,3,103,191,160,166,152,239,137,113,69.26,10.04,20.7,0,733,318,210,0,3,6,3,6,1
15737,0,1,0,0,1,0,6.2,40.76,30.52,22.52,152,316,17,45,10,4,3,3,8.76,9.85,14.66,23.19,13.98,10.14,11.15,8.27,6,9,4,2,4,5,7,9,68,34,75,109,69,91,56,28,62.04,8.15,13.31,16.49,523,4,1,2,4,10,9,2,0
15738,1,2,0,0,1,0,14.97,46.52,0,38.51,767,21,0,110,7,9,6,1,9.12,10.59,18.91,13.14,8.33,12.98,15.77,11.15,10,9,6,8,10,10,5,4,78,80,103,93,99,59,161,225,58.9,32.02,9.08,0,7,843,48,0,9,3,5,6,1
15739,0,3,1,7,0,0,3.23,66.65,0,30.12,1609,283,0,11,3,2,6,4,11.57,13.96,21.9,13.94,13.12,13.94,7.95,3.62,2,2,1,2,2,2,3,5,228,220,294,216,194,270,256,225,82.32,13.5,4.18,0,478,19,1406,0,2,8,2,6,0
15740,0,2,0,0,0,0,3.43,75.36,0,21.21,2953,47,0,2,4,6,6,9,9.13,11.08,15.34,14.43,18.54,12.79,10.1,8.59,6,7,5,5,5,6,9,9,489,360,432,446,333,417,286,239,91.17,6.02,2.81,0,30,48,2924,0,6,8,1,6,0
15741,0,2,1,0,0,0,7.31,39.56,42.52,10.61,1101,102,3,115,8,7,5,4,17.67,10.58,11.18,8.06,7.58,13.69,19.68,11.56,8,10,9,7,8,9,7,7,95,87,167,271,254,111,150,186,26.55,10.58,4.66,58.21,524,789,1,7,5,5,9,1,1
15742,0,1,0,1,2,5,1.55,23.1,71.53,3.82,596,108,4,75,9,4,3,2,8.55,8.39,8.16,8.86,18.06,8.05,5.79,34.16,3,4,3,4,4,6,9,10,147,114,188,116,64,89,60,5,21.59,75.53,0.94,1.94,210,5,299,269,4,6,3,1,0
15743,0,2,0,1,1,0,8.41,75.73,0,15.86,981,181,0,104,5,4,6,2,23.36,14.71,12.11,8.31,10.02,10.19,12.12,9.18,4,5,4,4,5,5,3,4,82,93,155,241,140,152,248,155,64.05,21.64,7.83,6.49,639,192,432,3,4,6,3,2,0
15744,0,3,3,0,0,31,12.42,63.84,0,23.74,996,84,0,83,7,7,6,3,8.75,12.64,21.9,9.88,13.4,9.21,12.82,11.41,9,6,5,9,9,9,9,8,129,188,176,136,115,153,135,131,79.59,9.79,10.62,0,16,1093,54,0,7,3,4,6,1
15745,0,3,1,0,1,0,3.86,25.27,65.47,5.4,844,77,3,97,7,6,4,3,15,12.3,10.88,14.34,12.89,12.21,13.85,8.53,9,8,7,5,7,5,7,7,61,96,146,142,111,205,117,143,61.83,26.16,12.01,0,451,57,513,0,5,7,3,6,1
15746,0,4,1,0,0,0,12.03,59.82,0,28.15,2751,4,0,1,2,10,6,10,13.16,11.48,12.25,10.18,14.05,13.3,15.26,10.32,7,8,7,7,6,6,5,6,272,283,323,340,343,386,409,400,55.54,20.07,24.39,0,2,44,2710,0,10,8,1,6,1
15747,0,1,0,0,0,0,28.81,49.93,0,21.25,744,31,0,8,1,7,6,7,10.42,13.65,7.7,11.52,8.37,12.37,22.39,13.59,2,5,3,2,5,2,1,7,110,36,152,175,53,103,135,19,60.79,37.32,1.89,0,32,712,39,0,6,1,5,6,0
15748,0,3,0,0,0,0,11.4,72.53,0,16.06,1966,12,0,1,8,10,6,10,11.86,10.72,15.45,10.64,15.22,12.11,12.67,11.32,9,10,9,10,10,10,10,10,306,291,277,206,185,216,286,212,64.7,27.2,8.1,0,11,5,1963,0,9,9,2,6,0
15749,0,3,0,0,0,15,25.04,64.24,0,10.72,1342,93,0,14,5,8,6,9,17.13,12.46,14.83,13.36,9.11,10.56,13.93,8.63,7,9,6,6,9,8,9,8,124,144,210,215,210,200,155,191,80.37,13.99,5.65,0,9,1413,27,0,9,3,6,6,0
15750,0,3,0,0,0,0,3.38,96.62,0,0,1486,8,0,0,7,9,6,10,16.58,9.85,12.67,14.4,13.37,10.54,11.61,10.99,8,9,10,8,8,10,9,8,163,194,153,177,225,181,203,198,91.76,5.28,2.96,0,7,6,1481,0,7,9,2,6,0
15751,0,4,1,0,0,0,8.91,21.41,61.56,8.12,61,485,15,10,9,1,1,5,9.3,8.26,12.8,14.92,19.76,11.34,13.58,10.03,1,2,1,1,1,1,1,1,90,70,67,56,72,73,66,77,97.12,2.88,0,0,561,10,0,0,1,9,10,6,0
15752,1,4,3,0,0,0,6.05,46.21,33.95,13.78,2132,149,1,64,3,5,5,4,12.19,11.43,9.68,17.68,9.88,16.27,11.64,11.24,5,6,7,4,6,3,6,5,283,272,263,268,306,369,303,282,84.93,10.3,4.77,0,51,2271,24,0,6,1,6,6,0
15753,0,3,0,1,0,16,2.66,97.34,0,0,1390,10,0,0,5,7,6,10,12.13,13.96,31.44,9.22,13.32,9.99,6.53,3.39,7,8,4,8,8,9,9,10,182,128,145,203,128,166,269,179,89,7.92,3.08,0,13,12,1375,0,6,8,2,6,0
15754,0,3,0,0,0,0,4.48,33.52,38.72,23.28,578,327,6,31,4,2,3,1,18.13,10.5,6.75,6.34,26.1,13.52,7.84,10.82,1,2,5,3,1,1,3,3,125,133,77,147,93,158,133,76,87.64,6.93,5.43,0,863,31,48,0,2,9,5,6,0
15755,0,2,1,5,1,7,2.77,21.91,73.67,1.65,298,179,12,75,9,3,2,5,8.54,5.26,9.39,9.42,20.07,25.94,1.43,19.95,3,6,3,3,2,2,10,3,91,78,111,99,68,69,5,43,86.94,8.98,0,4.08,415,148,0,1,3,6,10,2,1
15756,0,3,1,0,1,0,14.05,64.41,0,21.54,1266,25,0,31,9,10,6,8,11.2,9.85,14.86,10.64,12.35,14.73,13.45,12.92,10,10,10,10,10,10,10,9,202,203,166,120,115,171,176,169,87.77,7.16,5.07,0,7,1311,4,0,9,5,8,6,0
15757,0,2,0,3,1,0,12.89,81.02,0,6.1,638,49,0,71,2,5,6,5,6.8,11.09,19.76,11.82,12.77,10.55,16.63,10.57,9,5,4,4,4,5,3,5,57,92,81,112,113,101,116,86,58.67,34.86,6.47,0,712,15,31,0,4,8,6,6,1
15758,0,1,0,1,0,0,4.66,87.91,0,7.43,456,69,0,35,10,5,6,6,27.02,13.16,9.94,4.19,6.59,7.9,4.78,26.43,4,9,7,9,8,8,10,3,52,35,77,99,91,85,53,68,55.58,26.14,0,18.28,540,5,0,15,5,9,10,1,1
15759,0,5,1,0,0,0,1.94,22.85,65.2,10.01,209,202,9,46,10,2,2,1,7.36,11.78,12.84,9.87,13.27,14.18,12.04,18.65,3,2,2,2,2,2,2,3,69,65,53,77,56,64,58,24,80.9,4.34,14.77,0,459,4,3,0,2,10,6,6,0
15760,0,3,0,0,1,1,1.49,65.25,25.86,7.4,3015,195,1,6,3,3,5,9,10.08,19.12,11.79,16.42,9.08,13.04,9.54,10.93,3,2,3,2,3,2,3,3,331,379,386,447,444,448,418,364,94.14,3.33,2.54,0,242,14,2961,0,3,9,1,6,1
