,°í°´¹øÈ£,¼±_ÃÑ±¸¸Å¾×1,¼±_ÃÑ±¸¸Å¾×2,¼±_ÃÑ±¸¸Å¾×3,¼±_ÃÑ±¸¸Å¾×4,¼±_ÃÑ±¸¸Å¾×5,¼±_ÃÑ±¸¸Å¾×6,¼±_ÃÑ±¸¸Å¾×7,¼±_ÃÑ±¸¸Å¾×8
17216,17559,4,4,4,4,4,4,4,3
17217,17560,4,4,4,4,4,4,4,4
17218,17561,4,4,4,4,4,4,4,4
17219,17562,4,4,3,4,4,4,3,4
17220,17563,4,4,4,4,4,4,4,3
17221,17564,4,4,4,4,4,4,4,4
17222,17565,2,2,2,2,1,2,2,1
17223,17566,4,4,4,4,3,3,3,3
17224,17567,2,2,2,3,2,2,2,2
17225,17568,3,4,3,4,4,4,4,3
17226,17569,4,4,4,4,4,4,4,4
17227,17570,1,2,2,2,2,3,2,3
17228,17571,4,4,4,4,4,4,4,4
17229,17572,4,4,4,4,4,4,3,4
17230,17573,4,4,4,4,3,4,4,3
17231,17574,4,4,4,4,4,4,4,3
17232,17575,4,4,4,4,4,4,4,4
17233,17576,4,4,4,4,4,4,4,4
17234,17577,3,3,4,4,4,3,3,3
17235,17578,1,1,0,3,2,2,2,1
17236,17579,4,4,4,4,3,3,3,3
17237,17580,4,4,4,3,3,3,4,4
17238,17581,3,3,3,3,3,3,3,2
17239,17582,4,4,4,4,4,4,4,4
17240,17583,4,4,4,4,4,4,4,4
17241,17584,4,3,3,3,4,3,4,3
17242,17585,4,4,4,4,4,3,4,4
17243,17586,4,4,3,3,4,3,3,4
17244,17587,0,1,1,1,1,0,2,1
17245,17588,3,3,4,4,3,4,4,4
17246,17589,0,3,2,2,3,3,3,2
17247,17590,3,3,2,2,4,3,3,4
17248,17591,3,4,4,4,3,4,3,4
17249,17592,1,1,1,2,2,1,2,3
17250,17593,4,3,3,3,3,4,3,3
17251,17594,1,1,1,1,1,1,0,1
17252,17595,4,4,4,4,4,4,4,4
17253,17596,4,4,4,4,4,4,4,4
17254,17597,4,4,4,4,4,4,4,4
17255,17598,3,3,3,3,2,3,3,3
17256,17599,4,4,4,4,4,4,4,2
17257,17600,3,4,3,4,4,4,3,4
17258,17601,4,4,3,4,4,3,4,4
17259,17602,4,4,4,4,4,4,4,3
17260,17603,0,2,0,2,1,2,2,1
17261,17604,4,4,4,4,4,4,4,4
17262,17605,3,3,3,4,3,3,3,3
17263,17606,4,4,4,4,4,4,4,4
17264,17607,2,2,2,2,2,2,3,2
17265,17608,3,3,3,2,1,3,3,2
17266,17609,4,4,4,4,4,4,4,4
17267,17610,4,4,4,4,3,3,4,4
17268,17611,1,2,1,1,2,2,1,1
17269,17612,4,4,4,4,4,4,4,4
17270,17613,1,1,0,1,1,0,2,1
17271,17614,2,2,3,3,3,3,3,3
17272,17615,2,2,2,3,3,3,4,4
17273,17616,3,4,3,3,4,4,4,4
17274,17617,4,3,4,3,4,3,4,4
17275,17618,4,4,4,4,4,4,4,4
17276,17619,0,1,0,1,1,0,0,2
17277,17620,4,4,4,4,4,4,4,4
17278,17621,4,4,4,4,4,3,4,4
17279,17622,3,4,3,3,3,3,3,3
17280,17623,1,1,1,2,1,2,2,1
17281,17624,0,0,1,2,1,0,1,0
17282,17625,2,2,3,2,3,3,3,3
17283,17626,2,1,1,2,3,1,1,1
17284,17627,1,1,1,1,1,0,1,1
17285,17628,1,2,2,1,2,1,1,2
17286,17629,4,4,4,4,4,3,3,3
17287,17630,3,1,2,2,3,1,2,1
17288,17631,3,4,4,4,4,4,4,4
17289,17632,3,3,4,4,3,4,4,4
17290,17633,3,4,3,4,4,4,3,3
17291,17634,4,4,3,3,3,4,3,3
17292,17635,1,1,0,0,0,1,1,1
17293,17636,1,2,2,2,1,2,1,2
17294,17637,4,4,3,4,4,4,4,4
17295,17638,4,4,4,4,4,4,4,4
17296,17639,4,4,3,3,4,4,4,4
17297,17640,2,3,4,4,4,4,3,4
17298,17641,2,3,3,3,3,3,3,2
17299,17642,0,0,0,1,1,0,0,2
17300,17643,1,1,0,0,1,1,1,2
17301,17644,2,1,1,2,3,2,2,3
17302,17645,0,1,1,0,1,0,1,1
17303,17646,4,4,4,4,4,4,4,4
17304,17647,3,3,3,3,3,3,3,3
17305,17648,3,4,4,4,4,4,4,4
17306,17649,0,1,1,1,1,1,1,2
17307,17651,3,4,3,3,3,3,3,2
17308,17652,1,1,1,1,1,1,1,1
17309,17653,0,1,2,2,2,1,2,3
17310,17654,4,4,4,4,4,4,4,1
17311,17655,1,1,1,0,1,1,2,1
17312,17656,4,4,3,4,4,3,3,3
17313,17657,2,1,1,2,1,1,3,2
17314,17658,3,2,3,3,3,2,3,3
17315,17659,4,4,4,4,4,4,4,4
17316,17660,1,1,2,1,2,3,2,0
17317,17661,3,3,2,3,3,3,2,3
17318,17662,1,1,2,1,1,1,2,2
17319,17663,3,3,3,3,3,3,3,2
17320,17664,3,3,2,3,3,3,3,3
17321,17665,3,2,2,1,2,1,2,2
17322,17666,0,2,1,1,1,1,1,0
17323,17667,3,3,2,2,2,2,3,2
17324,17668,2,2,2,2,2,3,2,2
17325,17669,0,1,1,0,1,0,0,1
17326,17670,3,3,2,2,4,2,3,3
17327,17671,2,2,2,2,1,3,3,3
17328,17672,4,3,4,4,3,4,4,3
17329,17673,2,2,1,2,3,2,2,2
17330,17674,1,1,1,2,1,1,1,1
17331,17675,2,2,1,2,3,2,2,2
17332,17676,4,3,3,4,4,4,3,4
17333,17677,3,3,2,2,3,3,3,3
17334,17678,0,2,2,3,3,3,3,3
17335,17679,2,3,2,1,1,1,3,1
17336,17680,3,2,2,2,3,2,2,2
17337,17681,1,2,2,2,2,3,2,1
17338,17682,2,1,3,2,2,2,2,2
17339,17683,3,3,3,3,3,3,2,2
17340,17684,3,3,2,2,3,2,2,1
17341,17685,2,2,1,2,1,1,2,1
17342,17686,3,2,3,2,1,2,2,2
17343,17687,3,3,3,3,3,3,3,2
17344,17688,1,0,1,1,1,1,2,1
17345,17689,2,2,2,2,2,2,2,2
17346,17690,2,3,3,2,2,3,3,3
17347,17691,2,3,2,1,2,2,1,2
17348,17693,1,2,2,2,2,1,2,1
17349,17694,2,2,1,3,2,2,3,1
17350,17695,2,2,2,1,2,2,2,2
17351,17696,1,2,2,2,1,2,1,2
17352,17697,2,1,2,2,1,2,2,2
17353,17698,2,2,1,2,4,1,3,1
17354,17699,1,1,1,1,0,1,1,2
17355,17700,3,2,2,3,3,3,2,3
17356,17701,1,1,1,1,1,2,1,2
17357,17702,0,0,0,1,1,1,1,1
17358,17703,1,1,0,1,1,1,1,1
17359,17704,2,1,2,1,2,1,2,1
17360,17705,1,1,1,2,2,3,1,1
17361,17706,2,2,2,3,2,2,2,2
17362,17707,4,4,4,4,4,4,4,4
17363,17709,2,2,1,2,1,2,1,2
17364,17710,1,1,2,2,2,2,2,2
17365,17711,2,3,3,3,1,2,2,2
17366,17712,1,1,1,1,1,1,1,1
17367,17713,1,0,1,0,0,0,0,1
17368,17714,0,1,0,1,1,0,1,1
17369,17715,4,4,3,4,4,4,3,3
17370,17716,3,1,2,2,2,2,2,2
17371,17717,2,2,2,2,1,2,2,2
17372,17718,2,1,1,3,2,2,3,2
17373,17719,1,2,1,1,1,1,1,1
17374,17720,1,0,0,1,1,1,1,0
17375,17721,3,2,2,3,2,2,2,2
17376,17722,2,2,2,2,3,3,2,3
17377,17723,2,1,1,1,1,1,1,2
17378,17724,3,2,3,2,2,2,3,2
17379,17725,1,2,2,1,3,2,2,1
17380,17726,4,4,3,4,4,4,4,3
17381,17727,1,1,2,4,1,2,1,1
17382,17728,3,3,4,3,3,3,3,3
17383,17729,2,2,3,2,2,3,3,3
17384,17730,3,2,3,3,4,3,2,2
17385,17731,0,1,1,1,0,2,1,2
17386,17732,3,2,2,1,2,2,1,1
17387,17733,4,4,4,3,3,3,4,4
17388,17734,2,2,2,2,2,2,1,1
17389,17735,1,1,1,1,1,1,1,0
17390,17736,3,3,2,3,3,3,3,3
17391,17737,3,3,3,3,2,3,2,2
17392,17738,3,2,3,2,2,3,2,3
17393,17739,2,1,2,1,2,2,1,1
17394,17740,2,2,3,3,2,2,2,2
17395,17741,1,2,2,2,2,2,1,1
17396,17742,1,1,1,2,0,0,1,1
17397,17743,1,2,1,2,1,2,2,2
17398,17744,1,2,2,2,2,2,2,2
17399,17745,3,2,2,1,1,2,2,1
17400,17746,1,1,2,1,2,1,1,2
17401,17747,2,2,2,2,2,2,1,2
17402,17748,2,1,1,2,2,2,2,2
17403,17749,3,2,2,2,2,3,2,2
17404,17750,1,2,1,1,1,1,1,0
17405,17751,1,1,2,2,1,1,1,0
17406,17752,2,2,2,2,2,1,1,1
17407,17753,1,2,3,2,2,2,1,3
17408,17754,0,0,2,0,1,1,1,0
17409,17755,2,1,2,1,1,1,2,1
17410,17756,1,2,2,1,1,2,2,2
17411,17757,2,3,1,2,2,3,2,2
17412,17758,3,2,2,2,3,2,3,2
17413,17759,2,3,3,3,2,3,2,2
17414,17760,1,1,2,2,1,2,2,2
17415,17761,2,2,1,1,3,2,2,2
17416,17762,3,3,3,2,2,2,3,2
17417,17763,1,2,2,2,2,2,1,2
17418,17764,3,2,2,2,1,2,2,2
17419,17765,1,1,3,2,1,1,1,3
17420,17766,3,2,2,2,1,2,2,2
17421,17767,2,2,2,1,2,3,2,1
17422,17768,2,3,3,2,2,3,2,2
17423,17769,1,1,1,1,1,0,1,2
17424,17770,3,3,3,4,4,4,4,4
17425,17771,0,0,1,0,0,1,1,1
17426,17772,2,3,3,1,3,3,3,2
17427,17773,1,1,1,1,2,2,2,2
17428,17774,2,2,2,2,2,2,1,2
17429,17775,2,2,2,2,2,2,1,2
17430,17776,2,2,2,2,2,1,2,3
17431,17777,3,2,3,3,0,3,3,3
17432,17778,3,3,3,4,3,3,3,2
17433,17779,2,2,1,1,2,2,1,2
17434,17780,2,2,3,3,3,2,2,3
17435,17781,2,2,1,2,1,2,1,1
17436,17782,2,1,2,2,1,1,2,2
17437,17783,1,1,1,1,1,2,2,1
17438,17784,1,1,1,1,1,2,1,1
17439,17785,0,3,0,3,1,1,0,1
17440,17786,2,2,2,2,1,1,2,1
17441,17787,1,2,0,2,1,2,1,1
17442,17788,1,1,1,1,1,1,1,1
17443,17789,2,2,2,2,1,1,0,2
17444,17790,3,2,2,3,1,2,2,1
17445,17791,3,3,2,2,3,2,2,2
17446,17792,1,1,2,1,1,1,1,1
17447,17793,2,1,2,1,2,1,1,1
17448,17794,1,3,2,2,3,3,3,2
17449,17795,3,2,1,2,3,3,3,3
17450,17796,1,2,2,2,1,1,2,1
17451,17797,2,2,2,2,1,1,2,1
17452,17798,2,1,2,2,1,1,3,1
17453,17799,1,2,1,1,1,1,2,2
17454,17800,1,1,1,1,2,2,3,2
17455,17801,1,4,4,4,3,4,4,4
17456,17802,1,2,2,2,1,2,2,1
17457,17803,2,2,2,2,1,3,1,2
17458,17804,2,1,2,3,2,2,1,2
17459,17805,3,3,3,3,2,3,2,2
17460,17806,2,2,1,2,3,2,2,2
17461,17807,0,0,0,1,0,0,0,1
17462,17808,3,3,2,3,2,2,3,3
17463,17809,1,1,1,1,1,1,1,1
17464,17810,2,3,3,2,2,1,2,2
17465,17811,0,0,2,0,2,0,0,0
17466,17812,1,1,1,2,2,1,2,1
17467,17813,1,1,2,2,2,2,2,2
17468,17814,1,1,2,1,1,1,2,2
17469,17815,3,2,3,3,3,3,2,2
17470,17816,1,1,1,1,0,0,1,1
17471,17817,2,2,2,2,3,2,3,2
17472,17818,1,3,2,2,1,2,2,3
17473,17819,3,2,2,1,1,2,1,2
17474,17820,2,2,2,2,2,3,2,2
17475,17821,1,3,2,2,3,3,3,2
17476,17822,2,2,1,2,2,2,2,2
17477,17823,1,1,2,1,0,2,2,1
17478,17824,2,2,1,1,3,2,1,2
17479,17825,1,1,0,0,1,0,1,1
17480,17826,2,2,2,2,2,2,2,1
17481,17827,2,2,2,2,2,2,2,2
17482,17828,1,1,1,1,2,2,1,2
17483,17829,2,2,2,1,3,3,2,1
17484,17830,1,2,0,1,1,1,1,2
17485,17831,1,2,2,2,2,2,2,3
17486,17832,4,4,3,3,3,4,4,3
17487,17833,1,1,0,1,1,1,1,1
17488,17834,3,2,2,3,1,0,1,1
17489,17835,1,3,2,2,2,3,3,2
17490,17836,2,2,2,2,3,2,2,2
17491,17837,2,2,2,2,2,2,2,2
17492,17838,2,1,2,1,1,1,0,0
17493,17839,3,1,2,2,0,1,1,1
17494,17840,2,2,2,2,2,1,2,2
17495,17842,2,2,2,1,2,2,1,1
17496,17843,2,3,3,2,2,3,3,3
17497,17844,3,2,3,2,2,3,2,2
17498,17845,0,0,0,1,2,2,2,1
17499,17846,1,1,1,1,0,2,2,2
17500,17847,1,1,1,1,2,1,1,2
17501,17848,2,3,3,2,2,3,3,2
17502,17849,1,1,2,0,1,1,1,0
17503,17850,2,1,0,1,0,1,1,1
17504,17851,2,3,3,2,3,2,2,2
17505,17852,1,2,2,1,2,2,2,3
17506,17853,3,3,4,3,3,4,3,3
17507,17854,1,1,1,2,1,2,1,1
17508,17855,2,2,1,2,3,2,3,2
17509,17856,2,1,1,1,0,1,1,0
17510,17857,2,2,2,2,1,2,1,2
17511,17858,3,4,4,4,4,3,3,3
17512,17859,0,2,2,2,1,1,2,1
17513,17860,1,0,1,1,1,1,2,2
17514,17861,1,1,1,1,1,1,1,1
17515,17862,2,2,2,3,2,2,2,2
17516,17863,3,3,3,3,3,4,3,4
17517,17864,2,2,2,2,2,2,1,1
17518,17865,2,2,3,2,3,2,2,3
17519,17866,3,2,2,2,2,3,3,2
17520,17867,3,0,1,2,1,3,0,0
17521,17868,3,2,3,3,2,2,1,1
17522,17869,2,2,3,3,3,3,3,3
17523,17870,3,3,3,3,3,3,3,3
17524,17871,1,2,2,0,0,2,0,3
17525,17872,1,2,1,3,1,1,1,1
17526,17873,2,1,2,2,1,2,2,1
17527,17874,2,2,2,2,2,3,2,2
17528,17875,2,2,1,2,2,0,2,3
17529,17876,3,4,3,3,3,3,3,2
17530,17877,2,3,3,3,4,4,4,4
17531,17878,2,2,3,3,2,2,2,2
17532,17879,2,1,2,1,1,1,1,1
17533,17880,2,2,2,2,2,1,2,2
17534,17881,2,3,3,2,3,2,2,2
17535,17882,1,1,1,2,1,1,2,1
17536,17883,2,2,1,3,1,2,2,1
17537,17884,4,3,1,1,1,2,0,0
17538,17885,2,2,2,2,1,1,2,1
17539,17886,3,1,2,2,3,3,3,3
17540,17887,1,0,1,3,1,1,1,1
17541,17888,2,1,1,2,1,1,1,2
17542,17889,2,2,2,2,2,2,1,1
17543,17890,0,1,1,1,1,1,2,0
17544,17891,1,2,2,1,1,1,2,2
17545,17893,1,1,1,2,1,0,1,1
17546,17894,3,1,3,1,2,2,4,3
17547,17895,1,2,2,1,2,1,1,1
17548,17896,4,3,4,4,3,4,3,3
17549,17897,4,2,2,3,2,1,3,3
17550,17898,2,3,3,2,2,2,1,2
17551,17899,2,2,2,2,2,2,1,2
17552,17900,2,2,2,2,1,2,1,2
17553,17901,1,3,3,3,1,1,3,3
17554,17902,2,0,1,2,0,1,2,2
17555,17903,2,2,1,3,1,3,3,2
17556,17904,3,3,4,3,4,3,4,4
17557,17905,2,1,1,1,2,2,2,1
17558,17906,2,1,2,2,1,2,2,2
17559,17907,0,1,1,0,0,1,1,0
17560,17908,1,1,1,2,1,1,1,1
17561,17909,1,2,1,1,1,2,1,2
17562,17910,2,3,2,3,2,3,3,2
17563,17911,2,2,1,2,1,1,1,0
17564,17912,1,1,1,2,1,1,1,2
17565,17913,2,2,3,3,1,2,3,2
17566,17914,0,2,1,3,1,3,1,1
17567,17915,3,3,4,4,4,3,4,4
17568,17916,2,2,1,2,3,3,1,1
17569,17917,1,2,2,2,2,2,2,1
17570,17918,2,2,2,2,2,2,2,3
17571,17919,1,2,2,2,2,2,2,2
17572,17920,0,1,2,1,0,1,2,2
17573,17921,3,3,4,4,4,4,4,3
17574,17922,3,3,2,2,1,3,2,3
17575,17923,3,2,3,2,2,2,1,1
17576,17924,4,4,3,4,4,4,3,4
17577,17925,2,1,2,2,3,3,2,3
17578,17926,1,0,2,0,1,1,0,0
17579,17927,2,3,2,3,3,3,3,3
17580,17928,0,1,3,2,1,2,1,1
17581,17929,2,2,1,2,1,2,2,1
17582,17930,4,4,3,3,3,3,3,3
17583,17931,3,2,2,3,2,2,2,2
17584,17932,4,4,4,4,4,4,4,4
17585,17933,2,2,3,3,2,3,3,3
17586,17934,1,3,2,3,2,2,2,2
17587,17935,3,3,3,3,3,2,3,4
17588,17936,1,1,3,1,2,3,1,1
17589,17937,0,1,0,0,0,0,1,0
17590,17938,4,4,4,4,4,4,4,4
17591,17939,1,1,1,0,0,1,0,2
17592,17940,3,4,4,3,4,4,4,3
17593,17941,1,0,0,0,2,0,1,0
17594,17942,2,2,2,2,1,1,1,2
17595,17943,1,1,1,0,0,0,0,0
17596,17944,2,2,2,0,1,2,1,1
17597,17945,2,1,2,1,1,1,1,1
17598,17946,4,4,4,3,4,4,4,3
17599,17948,2,2,1,2,2,1,2,2
17600,17949,4,3,3,2,2,3,1,3
17601,17950,1,2,2,2,2,3,2,2
17602,17952,1,0,1,1,0,0,1,0
17603,17953,1,1,1,1,2,1,2,1
17604,17954,2,3,3,3,3,3,3,3
17605,17955,3,2,0,0,1,2,0,0
17606,17956,3,3,3,3,3,3,3,3
17607,17957,0,1,2,1,0,0,1,0
17608,17958,0,1,1,0,0,1,1,0
17609,17959,1,0,1,1,1,1,1,1
17610,17960,2,1,2,2,1,1,0,1
17611,17961,1,1,2,1,1,1,1,2
17612,17962,3,3,2,2,2,2,1,2
17613,17963,3,2,1,2,2,2,2,3
17614,17964,3,4,3,4,3,4,4,2
17615,17966,0,0,0,0,1,2,1,0
17616,17967,1,1,0,1,1,0,0,1
17617,17968,1,1,1,1,1,1,2,1
17618,17969,3,3,2,3,1,3,3,3
17619,17970,2,1,0,2,1,2,2,2
17620,17971,1,1,2,3,3,3,2,2
17621,17972,1,3,3,3,3,3,3,2
17622,17973,0,0,1,1,0,0,2,0
17623,17974,2,1,3,2,1,2,2,2
17624,17975,3,3,3,4,3,3,3,3
17625,17976,3,2,2,3,2,2,1,3
17626,17977,1,1,2,2,1,1,2,2
17627,17978,4,4,4,4,4,4,4,4
17628,17979,3,4,4,3,3,3,3,3
17629,17980,2,2,3,2,2,3,2,2
17630,17981,2,1,2,2,2,2,1,2
17631,17982,1,1,2,2,2,2,1,1
17632,17983,1,0,0,1,2,0,0,0
17633,17984,0,1,1,1,0,1,0,2
17634,17985,3,4,4,4,4,4,4,4
17635,17986,4,4,4,4,4,4,3,4
17636,17987,0,2,1,1,0,0,1,2
17637,17988,3,4,4,3,4,4,4,3
17638,17989,2,3,2,3,2,2,2,2
17639,17990,3,3,3,1,0,2,0,3
17640,17991,0,1,1,1,1,1,1,0
17641,17993,1,2,2,2,1,3,2,1
17642,17996,3,3,3,3,2,3,3,3
17643,17997,2,2,2,1,2,2,1,2
17644,17998,1,1,1,0,1,1,1,1
17645,17999,1,1,2,3,0,1,1,1
17646,18000,0,0,0,0,0,0,0,0
17647,18002,2,1,1,1,1,1,0,0
17648,18003,2,2,2,1,3,2,2,2
17649,18004,1,2,1,1,1,1,1,2
17650,18005,1,0,0,1,1,2,2,0
17651,18006,0,0,0,2,0,1,2,0
17652,18007,1,0,3,1,2,3,3,2
17653,18008,1,0,2,0,0,0,0,1
17654,18009,2,2,2,1,1,1,2,1
17655,18010,2,0,2,1,1,1,0,1
17656,18011,1,2,2,2,0,1,1,0
17657,18012,1,2,2,1,2,1,2,2
17658,18013,3,2,2,3,3,2,2,1
17659,18014,2,1,1,3,1,2,2,3
17660,18015,1,1,1,1,1,1,1,1
17661,18016,4,3,3,4,3,3,3,3
17662,18017,2,1,1,2,2,2,1,1
17663,18018,1,2,0,0,1,1,1,0
17664,18019,2,1,1,2,2,2,2,3
17665,18020,1,1,2,1,2,0,1,1
17666,18021,2,2,0,1,0,1,1,1
17667,18022,2,2,3,2,2,2,3,2
17668,18023,1,1,1,1,1,1,1,1
17669,18024,0,2,1,1,1,1,2,1
17670,18025,1,0,0,1,2,1,1,0
17671,18026,1,3,1,1,1,0,1,1
17672,18027,0,1,1,3,1,1,0,1
17673,18028,1,1,1,1,1,2,2,2
17674,18029,3,3,3,3,3,3,3,2
17675,18030,1,1,1,2,3,2,2,1
17676,18031,2,2,1,1,1,1,1,1
17677,18032,0,0,0,1,0,1,0,2
17678,18033,0,0,0,0,0,0,0,1
17679,18034,3,2,2,2,3,2,2,2
17680,18035,3,2,2,1,1,2,1,2
17681,18036,0,1,2,2,1,1,2,1
17682,18037,0,2,0,2,0,1,0,2
17683,18039,4,4,3,4,4,4,4,4
17684,18040,3,1,1,2,1,3,1,1
17685,18041,3,3,3,3,2,2,3,2
17686,18042,2,2,2,2,2,2,1,1
17687,18043,1,1,1,1,1,1,1,1
17688,18044,2,2,2,2,1,1,0,1
17689,18045,4,3,4,3,4,4,4,4
17690,18046,2,3,2,3,3,2,3,3
17691,18047,2,2,2,1,2,3,1,2
17692,18048,1,1,1,2,1,1,1,1
17693,18049,3,2,2,3,3,3,3,4
17694,18050,3,3,2,3,3,3,3,3
17695,18051,2,2,2,2,1,2,3,2
17696,18052,4,4,4,4,4,4,4,4
17697,18053,2,3,3,3,3,3,3,3
17698,18054,3,3,3,3,3,4,3,3
17699,18055,3,2,3,2,2,2,3,4
17700,18056,2,1,2,2,2,2,2,2
17701,18057,0,1,0,0,1,0,1,1
17702,18058,3,3,2,2,3,3,3,3
17703,18059,4,4,4,4,4,4,4,3
17704,18060,3,3,2,3,3,3,1,0
17705,18061,1,0,1,0,0,2,0,1
17706,18062,0,1,0,0,2,1,2,3
17707,18063,0,1,2,1,1,1,2,2
17708,18064,2,2,2,2,2,2,1,2
17709,18065,1,1,1,1,0,1,1,0
17710,18066,1,1,2,1,1,1,1,1
17711,18067,0,0,0,0,0,0,0,0
17712,18069,1,2,1,2,1,1,1,1
17713,18070,0,1,1,1,1,2,1,1
17714,18071,1,2,3,2,1,1,2,2
17715,18072,2,2,1,1,2,1,2,2
17716,18073,0,2,2,2,2,2,4,2
17717,18074,1,2,0,2,0,1,2,1
17718,18075,3,3,2,3,3,3,3,2
17719,18076,0,1,0,0,0,1,1,1
17720,18077,3,3,2,2,2,3,3,3
17721,18078,2,2,2,2,2,3,2,3
17722,18079,4,3,3,3,3,4,3,4
17723,18080,3,2,2,2,2,2,2,3
17724,18081,1,0,0,1,1,1,1,2
17725,18082,3,3,2,2,3,2,2,3
17726,18083,3,3,4,4,2,3,3,2
17727,18084,0,0,0,0,1,0,0,0
17728,18085,0,0,0,2,1,1,0,1
17729,18086,2,1,1,2,1,1,2,1
17730,18087,2,1,0,2,1,2,2,1
17731,18088,2,3,3,2,0,1,3,2
17732,18090,1,0,1,0,1,1,1,0
17733,18091,3,3,3,2,2,2,1,1
17734,18092,0,0,0,1,1,0,0,0
17735,18093,2,3,3,4,4,3,2,3
17736,18095,0,0,0,0,1,1,0,2
17737,18096,2,3,2,2,2,3,2,2
17738,18097,0,1,1,2,2,3,2,2
17739,18098,2,3,1,2,2,2,1,1
17740,18099,0,3,1,1,1,0,0,2
17741,18100,2,4,3,2,3,2,4,3
17742,18101,0,2,2,0,0,0,0,0
17743,18102,3,4,4,4,4,4,3,3
17744,18103,1,2,1,1,2,1,1,1
17745,18104,4,4,4,4,4,3,3,4
17746,18105,1,1,1,1,1,1,1,1
17747,18106,2,3,2,3,2,3,3,3
17748,18107,1,1,1,1,1,1,1,0
17749,18108,4,4,4,4,4,4,4,4
17750,18109,2,3,3,1,3,4,3,3
17751,18110,1,2,2,1,1,1,1,3
17752,18111,2,2,1,2,1,2,2,1
17753,18112,2,0,2,0,2,0,0,0
17754,18113,2,1,1,1,1,2,1,2
17755,18114,1,1,1,1,1,0,0,1
17756,18115,1,1,2,2,2,2,2,2
17757,18116,1,2,2,2,3,2,3,2
17758,18117,3,2,3,2,3,3,3,3
17759,18118,1,1,0,1,1,1,1,2
17760,18119,3,3,3,3,3,3,3,2
17761,18120,1,2,2,2,2,2,3,2
17762,18121,1,1,2,3,2,1,1,1
17763,18122,0,0,1,1,1,2,1,1
17764,18123,1,0,1,1,1,2,1,1
17765,18124,0,0,1,1,1,1,1,1
17766,18125,3,3,3,3,3,3,3,3
17767,18126,0,1,1,0,0,0,0,1
17768,18127,1,0,1,1,1,1,2,1
17769,18128,3,4,3,4,4,4,3,4
17770,18129,3,4,2,3,3,4,3,3
17771,18130,1,1,0,1,2,1,2,1
17772,18131,3,4,4,4,3,4,4,4
17773,18132,2,1,1,0,1,1,0,1
17774,18133,1,2,2,1,1,2,2,1
17775,18134,2,3,3,2,3,3,2,2
17776,18135,0,0,0,1,0,0,0,0
17777,18136,1,1,1,1,1,1,1,0
17778,18137,4,3,3,3,3,3,3,3
17779,18138,2,2,0,1,2,0,0,0
17780,18139,2,2,1,1,0,0,1,1
17781,18140,2,2,2,2,3,2,3,2
17782,18141,2,3,2,3,3,3,2,2
17783,18142,2,0,0,1,2,1,3,3
17784,18143,2,1,1,2,1,1,3,2
17785,18144,1,3,2,3,2,3,2,2
17786,18146,1,1,1,1,0,1,1,2
17787,18147,2,3,3,3,1,3,2,1
17788,18148,0,1,0,2,0,0,2,2
17789,18149,1,1,1,0,0,0,1,1
17790,18150,0,2,0,1,0,0,0,0
17791,18151,2,0,0,0,0,0,0,0
17792,18152,0,0,0,0,1,1,0,0
17793,18153,2,3,3,2,3,2,4,3
17794,18154,1,0,1,0,0,2,1,1
17795,18155,4,4,4,4,4,4,3,4
17796,18156,3,3,2,3,3,3,3,3
17797,18157,3,3,4,4,4,4,1,2
17798,18158,2,4,3,2,3,3,3,3
17799,18159,2,1,3,2,2,2,3,3
17800,18160,0,1,1,1,1,1,1,2
17801,18161,2,3,2,3,3,3,2,3
17802,18162,2,3,4,3,3,4,3,3
17803,18163,0,1,3,3,3,2,2,3
17804,18164,0,0,0,0,1,2,1,1
17805,18165,0,0,1,0,0,1,0,1
17806,18166,1,1,2,2,1,1,2,0
17807,18167,1,1,2,1,3,0,2,2
17808,18168,1,0,1,2,0,1,1,1
17809,18169,1,0,1,1,1,1,3,3
17810,18170,2,2,3,2,1,2,3,1
17811,18171,0,1,0,1,0,1,1,1
17812,18172,3,3,2,0,0,2,2,2
17813,18173,2,3,2,3,3,2,2,2
17814,18174,0,0,0,2,2,1,1,1
17815,18175,0,0,0,1,1,1,3,2
17816,18176,2,2,2,2,2,3,2,2
17817,18177,2,2,2,2,2,1,2,2
17818,18178,0,1,2,1,1,1,1,2
17819,18179,0,0,2,1,2,0,1,0
17820,18180,3,3,3,3,3,3,3,3
17821,18181,2,1,3,2,2,2,3,2
17822,18182,2,1,3,3,1,1,1,1
17823,18183,1,1,0,0,0,0,0,0
17824,18184,1,1,0,1,1,1,2,1
17825,18185,2,2,2,2,2,2,2,2
17826,18186,3,3,3,3,3,3,3,2
17827,18187,3,2,2,3,3,1,1,1
17828,18188,1,1,1,1,1,0,1,1
17829,18189,0,1,0,0,0,0,1,2
17830,18190,1,2,2,3,3,2,3,3
17831,18191,2,2,1,2,2,2,2,1
17832,18192,1,0,1,0,1,1,0,0
17833,18193,0,0,0,1,1,0,0,1
17834,18194,1,1,1,1,1,1,1,1
17835,18195,3,2,0,0,0,2,2,2
17836,18196,2,3,2,2,3,2,2,2
17837,18197,2,3,2,3,3,3,3,3
17838,18198,0,1,2,1,1,0,1,1
17839,18199,2,3,4,4,3,2,3,3
17840,18200,2,1,0,1,0,1,2,2
17841,18202,1,1,0,1,1,1,1,1
17842,18203,2,0,3,3,2,3,2,3
