,고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
15536,17789,9.0,10.0,9.0,8.0,10.0,9.0,10.0,9.0,153.0,119.0,193.0,184.0,159.0,218.0,159.0,100.0
6829,17790,4.0,6.0,4.0,4.0,6.0,5.0,6.0,7.0,252.0,294.0,304.0,256.0,248.0,302.0,296.0,235.0
8779,17791,5.0,5.0,6.0,6.0,3.0,4.0,4.0,6.0,215.0,233.0,226.0,316.0,410.0,355.0,232.0,160.0
12903,17792,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,296.0,296.0,287.0,323.0,376.0,343.0,303.0,315.0
12313,17793,7.0,8.0,7.0,7.0,9.0,10.0,10.0,7.0,254.0,216.0,236.0,219.0,94.0,134.0,138.0,273.0
18771,17794,10.0,4.0,10.0,8.0,4.0,5.0,5.0,5.0,11.0,47.0,56.0,128.0,231.0,209.0,198.0,241.0
6425,17795,4.0,5.0,6.0,5.0,4.0,4.0,3.0,4.0,402.0,440.0,398.0,382.0,423.0,430.0,470.0,376.0
15255,17796,9.0,4.0,5.0,6.0,7.0,9.0,8.0,7.0,195.0,429.0,336.0,333.0,277.0,171.0,244.0,323.0
10838,17797,6.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,253.0,305.0,206.0,255.0,252.0,260.0,260.0,223.0
8868,17798,5.0,7.0,4.0,7.0,5.0,6.0,4.0,8.0,273.0,226.0,269.0,196.0,229.0,262.0,221.0,180.0
10388,17799,6.0,6.0,7.0,8.0,5.0,6.0,5.0,5.0,218.0,190.0,125.0,183.0,248.0,225.0,231.0,185.0
16165,17800,9.0,7.0,9.0,10.0,8.0,8.0,6.0,8.0,179.0,253.0,239.0,203.0,235.0,277.0,182.0,222.0
18339,17801,10.0,3.0,4.0,2.0,5.0,1.0,2.0,1.0,24.0,61.0,28.0,66.0,85.0,135.0,153.0,139.0
11976,17802,7.0,8.0,5.0,7.0,7.0,8.0,6.0,9.0,198.0,197.0,239.0,194.0,206.0,151.0,205.0,107.0
9070,17803,5.0,7.0,8.0,7.0,8.0,5.0,7.0,6.0,172.0,150.0,154.0,199.0,156.0,216.0,221.0,177.0
10332,17804,6.0,8.0,8.0,6.0,7.0,7.0,4.0,6.0,206.0,204.0,157.0,184.0,192.0,226.0,219.0,209.0
5739,17805,4.0,5.0,5.0,5.0,5.0,5.0,6.0,9.0,402.0,241.0,290.0,217.0,273.0,264.0,297.0,127.0
12083,17806,7.0,8.0,6.0,7.0,6.0,6.0,7.0,7.0,144.0,171.0,158.0,126.0,175.0,234.0,157.0,133.0
18229,17807,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,96.0,72.0,76.0,74.0,107.0,194.0,242.0,206.0
12224,17808,7.0,7.0,10.0,6.0,10.0,9.0,6.0,8.0,109.0,96.0,54.0,73.0,43.0,84.0,100.0,75.0
10950,17809,6.0,6.0,7.0,8.0,8.0,9.0,5.0,6.0,241.0,227.0,203.0,153.0,185.0,135.0,248.0,223.0
8627,17810,5.0,5.0,4.0,4.0,5.0,7.0,3.0,4.0,264.0,279.0,371.0,288.0,203.0,278.0,349.0,267.0
9112,17811,5.0,5.0,6.0,6.0,6.0,8.0,7.0,6.0,359.0,438.0,343.0,380.0,315.0,293.0,353.0,369.0
14265,17812,8.0,7.0,5.0,6.0,7.0,8.0,7.0,7.0,184.0,259.0,344.0,236.0,220.0,215.0,220.0,239.0
10379,17813,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,314.0,298.0,303.0,406.0,381.0,361.0,331.0,310.0
15117,17814,9.0,9.0,8.0,9.0,10.0,9.0,8.0,8.0,216.0,197.0,221.0,270.0,185.0,243.0,257.0,245.0
6178,17815,4.0,7.0,5.0,5.0,5.0,5.0,7.0,10.0,267.0,197.0,206.0,153.0,209.0,232.0,162.0,58.0
17570,17816,10.0,9.0,8.0,8.0,8.0,9.0,7.0,8.0,127.0,181.0,252.0,241.0,276.0,240.0,340.0,273.0
11610,17817,7.0,6.0,6.0,6.0,5.0,6.0,6.0,8.0,210.0,233.0,227.0,262.0,300.0,253.0,264.0,207.0
11615,17818,7.0,5.0,7.0,8.0,9.0,8.0,3.0,6.0,245.0,238.0,214.0,169.0,189.0,225.0,208.0,163.0
5544,17819,3.0,7.0,4.0,6.0,5.0,5.0,6.0,5.0,155.0,123.0,165.0,156.0,209.0,198.0,144.0,140.0
14233,17820,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,127.0,173.0,218.0,177.0,283.0,160.0,170.0,202.0
16515,17821,9.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,70.0,87.0,112.0,127.0,117.0,141.0,133.0,140.0
14855,17822,8.0,8.0,9.0,9.0,9.0,7.0,8.0,7.0,175.0,172.0,116.0,115.0,126.0,191.0,157.0,144.0
11524,17823,7.0,8.0,7.0,9.0,9.0,3.0,7.0,9.0,350.0,306.0,370.0,281.0,263.0,326.0,348.0,258.0
15899,17824,9.0,9.0,10.0,10.0,8.0,10.0,10.0,9.0,45.0,63.0,25.0,69.0,47.0,68.0,41.0,83.0
17980,17825,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,146.0,184.0,218.0,160.0,122.0,131.0,235.0,332.0
6866,17826,4.0,5.0,6.0,7.0,5.0,5.0,5.0,6.0,266.0,336.0,285.0,277.0,356.0,406.0,343.0,337.0
10298,17827,6.0,6.0,7.0,7.0,8.0,9.0,9.0,8.0,270.0,262.0,252.0,221.0,195.0,167.0,153.0,199.0
16396,17828,9.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,174.0,171.0,191.0,207.0,206.0,201.0,182.0,119.0
10738,17829,6.0,6.0,7.0,7.0,5.0,5.0,6.0,7.0,210.0,277.0,266.0,263.0,284.0,292.0,299.0,285.0
8356,17830,5.0,2.0,9.0,8.0,4.0,3.0,2.0,5.0,139.0,126.0,114.0,130.0,122.0,173.0,154.0,106.0
14104,17831,8.0,9.0,8.0,8.0,6.0,7.0,9.0,6.0,164.0,140.0,144.0,175.0,201.0,207.0,123.0,123.0
1787,17832,1.0,2.0,5.0,6.0,6.0,1.0,3.0,5.0,74.0,89.0,74.0,47.0,34.0,124.0,92.0,64.0
12939,17833,7.0,9.0,9.0,9.0,9.0,9.0,7.0,8.0,107.0,113.0,109.0,117.0,109.0,144.0,168.0,172.0
5424,17834,3.0,8.0,6.0,5.0,8.0,9.0,8.0,5.0,535.0,270.0,352.0,373.0,360.0,283.0,317.0,436.0
14865,17835,8.0,7.0,5.0,4.0,4.0,3.0,2.0,4.0,179.0,169.0,266.0,480.0,361.0,459.0,495.0,342.0
12658,17836,7.0,8.0,9.0,8.0,6.0,8.0,3.0,6.0,170.0,106.0,115.0,194.0,232.0,187.0,229.0,191.0
13643,17837,8.0,8.0,7.0,6.0,8.0,9.0,9.0,8.0,180.0,170.0,241.0,341.0,251.0,128.0,185.0,176.0
13039,17838,7.0,9.0,6.0,7.0,7.0,9.0,8.0,6.0,207.0,159.0,294.0,287.0,300.0,200.0,178.0,218.0
12465,17839,7.0,9.0,7.0,9.0,8.0,7.0,9.0,10.0,147.0,138.0,180.0,136.0,204.0,244.0,171.0,121.0
10793,17840,6.0,9.0,8.0,9.0,7.0,10.0,8.0,6.0,274.0,192.0,195.0,201.0,278.0,135.0,154.0,170.0
11990,17842,7.0,6.0,6.0,6.0,6.0,7.0,8.0,10.0,277.0,352.0,271.0,276.0,268.0,274.0,203.0,51.0
6683,17843,4.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,444.0,541.0,532.0,483.0,555.0,558.0,546.0,399.0
9028,17844,5.0,9.0,8.0,9.0,10.0,7.0,7.0,9.0,128.0,62.0,97.0,67.0,82.0,90.0,90.0,90.0
18315,17845,10.0,10.0,10.0,8.0,7.0,6.0,6.0,8.0,107.0,181.0,228.0,350.0,292.0,385.0,334.0,288.0
17508,17846,10.0,8.0,9.0,10.0,8.0,7.0,10.0,8.0,115.0,163.0,152.0,139.0,199.0,160.0,103.0,171.0
14734,17847,8.0,9.0,8.0,8.0,8.0,10.0,9.0,9.0,207.0,195.0,272.0,243.0,230.0,114.0,213.0,92.0
12051,17848,7.0,5.0,4.0,5.0,5.0,5.0,6.0,8.0,195.0,264.0,271.0,314.0,355.0,319.0,244.0,175.0
13199,17849,7.0,9.0,7.0,7.0,3.0,7.0,6.0,5.0,258.0,189.0,233.0,287.0,256.0,312.0,291.0,333.0
13954,17850,8.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,237.0,273.0,283.0,264.0,232.0,287.0,309.0,258.0
8660,17851,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,242.0,280.0,308.0,286.0,274.0,270.0,304.0,323.0
14067,17852,8.0,6.0,6.0,9.0,7.0,5.0,7.0,5.0,176.0,258.0,250.0,153.0,234.0,245.0,163.0,152.0
15038,17853,8.0,6.0,3.0,5.0,7.0,1.0,4.0,4.0,58.0,61.0,83.0,84.0,53.0,84.0,83.0,90.0
17238,17854,10.0,10.0,10.0,8.0,10.0,8.0,9.0,8.0,227.0,235.0,194.0,277.0,257.0,309.0,266.0,281.0
12068,17855,7.0,7.0,8.0,6.0,5.0,6.0,6.0,7.0,158.0,142.0,146.0,189.0,186.0,201.0,140.0,137.0
17390,17856,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,55.0,15.0,54.0,52.0,73.0,157.0,235.0,73.0
9782,17857,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,336.0,330.0,314.0,339.0,324.0,317.0,278.0,274.0
2035,17858,2.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,326.0,346.0,224.0,222.0,224.0,171.0,185.0,208.0
16730,17859,9.0,7.0,5.0,7.0,8.0,8.0,6.0,8.0,183.0,268.0,297.0,220.0,216.0,226.0,234.0,151.0
15892,17860,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,294.0,394.0,322.0,304.0,359.0,381.0,475.0,437.0
11993,17861,7.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,307.0,243.0,259.0,313.0,347.0,263.0,253.0,242.0
9778,17862,6.0,8.0,6.0,4.0,5.0,6.0,6.0,6.0,164.0,175.0,230.0,253.0,237.0,297.0,305.0,256.0
7319,17863,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,191.0,192.0,247.0,199.0,251.0,336.0,293.0,310.0
8564,17864,5.0,6.0,6.0,7.0,5.0,6.0,7.0,8.0,259.0,246.0,269.0,238.0,266.0,291.0,264.0,221.0
15325,17865,9.0,6.0,5.0,5.0,6.0,7.0,7.0,5.0,159.0,290.0,283.0,352.0,200.0,230.0,182.0,197.0
9518,17866,6.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,150.0,113.0,157.0,128.0,165.0,182.0,187.0,230.0
7765,17867,5.0,7.0,8.0,6.0,10.0,4.0,8.0,8.0,272.0,274.0,262.0,240.0,157.0,369.0,266.0,279.0
7995,17868,5.0,8.0,5.0,6.0,7.0,6.0,10.0,10.0,112.0,76.0,135.0,138.0,136.0,165.0,61.0,18.0
15590,17869,9.0,9.0,4.0,4.0,4.0,3.0,3.0,3.0,77.0,89.0,302.0,315.0,339.0,401.0,423.0,397.0
8950,17870,5.0,3.0,4.0,4.0,7.0,4.0,4.0,4.0,71.0,101.0,97.0,153.0,59.0,88.0,97.0,74.0
15345,17871,9.0,7.0,6.0,10.0,10.0,9.0,9.0,6.0,71.0,99.0,80.0,74.0,81.0,84.0,84.0,110.0
18303,17872,10.0,9.0,10.0,6.0,10.0,10.0,10.0,10.0,102.0,200.0,236.0,223.0,233.0,243.0,214.0,215.0
16852,17873,9.0,10.0,7.0,8.0,9.0,9.0,8.0,9.0,134.0,176.0,290.0,233.0,208.0,222.0,227.0,219.0
14014,17874,8.0,9.0,7.0,6.0,6.0,7.0,7.0,8.0,160.0,114.0,172.0,169.0,222.0,170.0,202.0,173.0
13031,17875,7.0,10.0,10.0,10.0,6.0,10.0,9.0,6.0,157.0,137.0,163.0,132.0,137.0,202.0,222.0,180.0
4350,17876,3.0,3.0,4.0,7.0,8.0,7.0,8.0,6.0,239.0,151.0,200.0,87.0,72.0,111.0,56.0,84.0
13916,17877,8.0,7.0,4.0,7.0,1.0,1.0,2.0,2.0,73.0,75.0,62.0,76.0,154.0,177.0,123.0,103.0
10009,17878,6.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,278.0,291.0,332.0,283.0,417.0,331.0,309.0,299.0
11324,17879,7.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,219.0,103.0,161.0,142.0,115.0,136.0,175.0,135.0
11190,17880,6.0,6.0,5.0,6.0,6.0,8.0,8.0,6.0,218.0,189.0,261.0,226.0,215.0,132.0,138.0,160.0
12733,17881,7.0,6.0,6.0,8.0,7.0,8.0,9.0,7.0,222.0,176.0,194.0,129.0,152.0,149.0,161.0,225.0
9073,17882,5.0,6.0,5.0,7.0,5.0,6.0,6.0,7.0,323.0,332.0,331.0,250.0,321.0,304.0,281.0,259.0
13699,17883,8.0,8.0,7.0,6.0,7.0,8.0,6.0,6.0,188.0,172.0,237.0,241.0,263.0,189.0,300.0,286.0
850,17884,1.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,1708.0,570.0,38.0,16.0,1.0,38.0,10.0,24.0
14901,17885,8.0,9.0,8.0,8.0,8.0,10.0,9.0,9.0,148.0,111.0,191.0,194.0,201.0,137.0,149.0,106.0
9119,17886,5.0,10.0,8.0,7.0,5.0,5.0,6.0,5.0,146.0,122.0,171.0,213.0,261.0,292.0,242.0,142.0
4451,17887,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,533.0,617.0,463.0,455.0,389.0,432.0,485.0,539.0
16855,17888,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,162.0,170.0,232.0,175.0,244.0,122.0,152.0,153.0
15739,17889,9.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,92.0,71.0,105.0,80.0,110.0,100.0,99.0,122.0
15552,17890,9.0,7.0,8.0,8.0,8.0,7.0,5.0,9.0,190.0,287.0,339.0,318.0,292.0,386.0,452.0,247.0
10633,17891,6.0,7.0,6.0,9.0,8.0,9.0,6.0,6.0,186.0,142.0,155.0,143.0,151.0,134.0,199.0,172.0
18458,17893,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,19.0,20.0,58.0,71.0,64.0,9.0,24.0,3.0
7386,17894,4.0,6.0,6.0,8.0,9.0,3.0,2.0,4.0,276.0,257.0,206.0,197.0,174.0,197.0,146.0,170.0
9178,17895,5.0,5.0,5.0,5.0,7.0,9.0,4.0,6.0,195.0,241.0,169.0,269.0,164.0,122.0,301.0,209.0
3468,17896,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,104.0,40.0,59.0,84.0,36.0,52.0,48.0,34.0
2441,17897,2.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,357.0,355.0,352.0,437.0,419.0,473.0,443.0,326.0
10593,17898,6.0,5.0,6.0,7.0,6.0,8.0,9.0,8.0,210.0,210.0,196.0,209.0,282.0,179.0,167.0,130.0
12856,17899,7.0,7.0,7.0,8.0,6.0,7.0,9.0,6.0,157.0,193.0,219.0,237.0,268.0,215.0,216.0,210.0
13848,17900,8.0,6.0,7.0,9.0,7.0,5.0,6.0,4.0,159.0,220.0,165.0,101.0,259.0,211.0,196.0,293.0
12696,17901,7.0,5.0,4.0,5.0,10.0,10.0,6.0,7.0,235.0,207.0,269.0,221.0,48.0,28.0,36.0,16.0
13648,17902,8.0,9.0,8.0,7.0,9.0,9.0,7.0,6.0,251.0,240.0,303.0,220.0,192.0,288.0,289.0,253.0
13799,17903,8.0,8.0,7.0,6.0,9.0,5.0,3.0,6.0,158.0,170.0,227.0,200.0,133.0,198.0,195.0,244.0
3740,17904,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,148.0,153.0,138.0,138.0,129.0,90.0,90.0,130.0
8700,17905,5.0,7.0,9.0,7.0,6.0,7.0,6.0,7.0,309.0,280.0,184.0,227.0,266.0,232.0,209.0,211.0
14152,17906,8.0,9.0,8.0,6.0,8.0,9.0,8.0,7.0,171.0,164.0,159.0,152.0,240.0,186.0,186.0,209.0
16988,17907,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,123.0,116.0,121.0,112.0,160.0,191.0,245.0,213.0
15435,17908,9.0,9.0,7.0,8.0,8.0,7.0,7.0,7.0,293.0,283.0,415.0,345.0,405.0,448.0,447.0,427.0
17630,17909,10.0,9.0,10.0,10.0,9.0,9.0,8.0,10.0,89.0,98.0,95.0,101.0,142.0,94.0,150.0,39.0
12755,17910,7.0,4.0,8.0,5.0,6.0,5.0,6.0,7.0,253.0,252.0,354.0,339.0,289.0,260.0,359.0,348.0
3023,17911,2.0,1.0,4.0,4.0,2.0,8.0,6.0,4.0,192.0,173.0,147.0,163.0,152.0,101.0,79.0,37.0
16404,17912,9.0,7.0,8.0,7.0,8.0,10.0,9.0,9.0,233.0,507.0,511.0,504.0,455.0,322.0,304.0,192.0
7949,17913,5.0,5.0,6.0,4.0,8.0,6.0,4.0,5.0,344.0,352.0,262.0,333.0,267.0,315.0,377.0,358.0
13080,17914,7.0,5.0,7.0,6.0,8.0,4.0,8.0,7.0,300.0,359.0,282.0,216.0,261.0,317.0,296.0,292.0
6816,17915,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,169.0,145.0,144.0,133.0,61.0,127.0,94.0,60.0
5751,17916,4.0,7.0,8.0,5.0,4.0,3.0,7.0,8.0,381.0,211.0,238.0,331.0,325.0,449.0,238.0,185.0
16662,17917,9.0,8.0,9.0,7.0,8.0,10.0,9.0,10.0,133.0,100.0,102.0,126.0,137.0,120.0,134.0,103.0
8978,17918,5.0,6.0,7.0,8.0,6.0,7.0,6.0,6.0,232.0,204.0,159.0,197.0,273.0,175.0,181.0,182.0
17317,17919,10.0,10.0,9.0,7.0,7.0,8.0,9.0,6.0,83.0,75.0,98.0,134.0,141.0,171.0,134.0,224.0
11132,17920,6.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,325.0,502.0,527.0,592.0,426.0,353.0,517.0,423.0
6478,17921,4.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,42.0,39.0,62.0,59.0,89.0,82.0,83.0,80.0
6360,17922,4.0,7.0,9.0,9.0,10.0,6.0,9.0,4.0,150.0,152.0,99.0,91.0,48.0,100.0,88.0,68.0
8863,17923,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,209.0,284.0,245.0,344.0,356.0,449.0,443.0,421.0
2596,17924,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,317.0,366.0,339.0,264.0,285.0,272.0,297.0,361.0
13770,17925,8.0,6.0,6.0,8.0,5.0,5.0,8.0,5.0,146.0,299.0,317.0,221.0,297.0,276.0,233.0,247.0
15173,17926,9.0,9.0,8.0,10.0,9.0,7.0,8.0,9.0,153.0,238.0,230.0,189.0,178.0,257.0,222.0,240.0
10323,17927,6.0,5.0,7.0,6.0,4.0,4.0,2.0,4.0,265.0,283.0,299.0,349.0,473.0,385.0,524.0,366.0
11971,17928,7.0,6.0,2.0,6.0,7.0,5.0,9.0,10.0,223.0,344.0,683.0,427.0,244.0,155.0,100.0,59.0
13978,17929,8.0,7.0,8.0,8.0,9.0,8.0,9.0,10.0,244.0,264.0,265.0,199.0,215.0,229.0,226.0,171.0
1947,17930,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,327.0,295.0,356.0,321.0,415.0,514.0,482.0,470.0
6981,17931,4.0,8.0,7.0,7.0,5.0,7.0,6.0,7.0,180.0,162.0,218.0,145.0,231.0,204.0,168.0,129.0
4702,17932,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,63.0,133.0,105.0,141.0,137.0,149.0,148.0,172.0
5416,17933,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,371.0,344.0,339.0,379.0,343.0,308.0,287.0,246.0
18221,17934,10.0,7.0,8.0,6.0,7.0,6.0,8.0,7.0,56.0,160.0,147.0,258.0,203.0,317.0,182.0,200.0
6346,17935,4.0,6.0,6.0,6.0,5.0,10.0,5.0,2.0,93.0,110.0,167.0,148.0,149.0,40.0,143.0,144.0
4327,17936,3.0,5.0,3.0,4.0,3.0,5.0,10.0,10.0,253.0,258.0,225.0,289.0,354.0,263.0,87.0,69.0
17950,17937,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,127.0,85.0,77.0,74.0,90.0,92.0,123.0,76.0
3662,17938,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,124.0,100.0,125.0,72.0,85.0,102.0,76.0,107.0
7408,17939,4.0,5.0,5.0,4.0,5.0,5.0,9.0,7.0,372.0,381.0,398.0,495.0,386.0,392.0,244.0,234.0
6010,17940,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,46.0,49.0,56.0,109.0,168.0,88.0,88.0,89.0
14948,17941,8.0,10.0,10.0,10.0,7.0,9.0,10.0,10.0,182.0,165.0,131.0,143.0,172.0,178.0,178.0,166.0
11075,17942,6.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,303.0,306.0,427.0,352.0,329.0,340.0,413.0,363.0
15170,17943,9.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,250.0,309.0,243.0,219.0,256.0,60.0,23.0,24.0
9631,17944,6.0,7.0,5.0,7.0,9.0,6.0,8.0,9.0,288.0,243.0,363.0,212.0,193.0,223.0,192.0,135.0
12108,17945,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,246.0,270.0,325.0,345.0,400.0,417.0,383.0,393.0
1019,17946,1.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,104.0,67.0,52.0,70.0,98.0,64.0,101.0,123.0
14312,17948,8.0,8.0,10.0,9.0,9.0,10.0,9.0,9.0,133.0,100.0,97.0,117.0,135.0,68.0,93.0,107.0
1584,17949,1.0,3.0,3.0,7.0,6.0,3.0,5.0,3.0,378.0,249.0,227.0,155.0,246.0,325.0,278.0,271.0
17304,17950,10.0,9.0,9.0,8.0,8.0,6.0,7.0,8.0,142.0,161.0,171.0,217.0,233.0,228.0,218.0,152.0
16808,17952,9.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,153.0,145.0,164.0,184.0,144.0,182.0,168.0,172.0
14656,17953,8.0,9.0,9.0,9.0,9.0,7.0,7.0,8.0,180.0,174.0,180.0,155.0,103.0,273.0,214.0,198.0
10331,17954,6.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,168.0,232.0,175.0,173.0,210.0,197.0,145.0,189.0
7709,17955,5.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,174.0,153.0,193.0,249.0,156.0,276.0,197.0,145.0
8473,17956,5.0,5.0,5.0,4.0,2.0,5.0,6.0,5.0,142.0,194.0,188.0,270.0,267.0,135.0,148.0,152.0
11164,17957,6.0,7.0,6.0,8.0,7.0,8.0,6.0,7.0,168.0,194.0,156.0,146.0,136.0,165.0,222.0,150.0
18571,17958,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,61.0,61.0,193.0,207.0,281.0,310.0,221.0,212.0
18791,17959,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,6.0,2.0,10.0,6.0,127.0,205.0,79.0,99.0
13656,17960,8.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,172.0,115.0,162.0,114.0,115.0,140.0,118.0,100.0
13372,17961,8.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,238.0,271.0,281.0,313.0,286.0,282.0,318.0,319.0
7121,17962,4.0,5.0,6.0,6.0,5.0,7.0,6.0,6.0,341.0,295.0,384.0,307.0,371.0,312.0,390.0,301.0
11365,17963,7.0,8.0,9.0,10.0,6.0,9.0,6.0,5.0,162.0,196.0,118.0,71.0,186.0,105.0,193.0,139.0
5527,17964,3.0,3.0,7.0,3.0,6.0,3.0,3.0,7.0,205.0,156.0,118.0,153.0,136.0,207.0,117.0,74.0
15578,17966,9.0,9.0,7.0,10.0,10.0,7.0,10.0,10.0,267.0,231.0,384.0,288.0,244.0,330.0,243.0,206.0
13727,17967,8.0,6.0,7.0,6.0,7.0,8.0,9.0,10.0,268.0,406.0,409.0,405.0,285.0,380.0,135.0,14.0
17362,17968,10.0,10.0,10.0,10.0,10.0,9.0,8.0,9.0,179.0,129.0,198.0,122.0,147.0,281.0,284.0,194.0
9351,17969,5.0,6.0,6.0,5.0,8.0,6.0,5.0,5.0,217.0,181.0,208.0,144.0,115.0,156.0,168.0,124.0
13969,17970,8.0,9.0,9.0,9.0,9.0,10.0,9.0,7.0,251.0,342.0,330.0,306.0,291.0,282.0,326.0,295.0
18032,17971,10.0,9.0,8.0,6.0,6.0,3.0,3.0,3.0,36.0,113.0,86.0,53.0,130.0,385.0,419.0,544.0
17870,17972,10.0,3.0,5.0,6.0,8.0,7.0,3.0,9.0,24.0,65.0,52.0,71.0,53.0,48.0,106.0,72.0
17153,17973,10.0,9.0,9.0,9.0,10.0,8.0,7.0,8.0,214.0,241.0,260.0,295.0,269.0,327.0,415.0,358.0
17031,17974,10.0,10.0,5.0,10.0,10.0,9.0,8.0,6.0,103.0,79.0,193.0,21.0,67.0,93.0,176.0,261.0
12745,17975,7.0,5.0,4.0,4.0,8.0,5.0,5.0,4.0,62.0,73.0,78.0,81.0,45.0,49.0,75.0,67.0
9171,17976,5.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,175.0,106.0,101.0,133.0,128.0,145.0,146.0,131.0
16994,17977,10.0,10.0,4.0,5.0,4.0,10.0,9.0,6.0,98.0,79.0,277.0,398.0,325.0,128.0,107.0,208.0
1845,17978,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,62.0,141.0,96.0,129.0,86.0,77.0,109.0,80.0
12779,17979,7.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,113.0,563.0,543.0,516.0,368.0,459.0,471.0,458.0
15180,17980,9.0,7.0,6.0,6.0,9.0,7.0,10.0,8.0,131.0,164.0,215.0,250.0,119.0,141.0,127.0,155.0
16248,17981,9.0,9.0,7.0,10.0,8.0,9.0,10.0,9.0,157.0,188.0,218.0,140.0,185.0,127.0,155.0,126.0
14411,17982,8.0,8.0,7.0,6.0,5.0,5.0,7.0,8.0,143.0,155.0,183.0,246.0,244.0,291.0,244.0,181.0
18145,17983,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,160.0,147.0,160.0,164.0,176.0,208.0,154.0
10229,17984,6.0,6.0,7.0,7.0,5.0,7.0,6.0,5.0,451.0,461.0,411.0,445.0,554.0,399.0,470.0,417.0
7639,17985,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,76.0,144.0,179.0,197.0,104.0,163.0,167.0,102.0
3611,17986,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,63.0,88.0,149.0,107.0,77.0,85.0,97.0,110.0
15078,17987,8.0,8.0,10.0,10.0,10.0,10.0,9.0,8.0,280.0,335.0,203.0,230.0,215.0,221.0,312.0,286.0
15862,17988,9.0,1.0,2.0,5.0,2.0,2.0,1.0,5.0,43.0,133.0,134.0,59.0,123.0,128.0,122.0,38.0
12669,17989,7.0,8.0,9.0,7.0,9.0,8.0,7.0,8.0,184.0,130.0,85.0,148.0,178.0,191.0,198.0,199.0
13453,17990,8.0,7.0,9.0,10.0,10.0,10.0,10.0,6.0,79.0,72.0,44.0,67.0,46.0,5.0,1.0,4.0
17186,17991,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,139.0,167.0,121.0,135.0,130.0,218.0,215.0,155.0
