고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
15704,10,10,6,8,10,10,9,8,74,72,182,189,139,148,180,177
15705,8,7,6,7,6,5,5,6,308,298,348,346,347,437,406,335
15706,6,9,7,8,7,7,8,6,195,123,215,175,214,217,209,257
15707,10,6,7,8,8,8,9,7,46,553,591,437,407,458,336,376
15708,8,9,9,9,10,10,10,10,258,311,275,323,188,232,228,251
15709,8,7,8,8,8,8,8,3,223,248,226,244,231,198,251,218
15710,4,4,5,5,6,5,5,7,509,595,395,407,344,423,423,347
15711,7,9,8,7,8,10,9,6,179,183,177,212,182,154,233,172
15712,7,6,6,7,6,6,6,6,294,380,410,367,409,443,441,371
15713,8,9,9,9,7,8,7,8,196,196,181,218,257,214,249,187
15714,7,5,7,4,8,8,7,9,257,268,206,241,196,206,267,161
15715,3,3,5,3,6,7,8,5,101,124,110,144,132,111,74,64
15716,8,7,7,10,6,8,7,6,198,249,243,163,241,242,240,290
15717,4,5,3,5,10,6,6,7,202,209,185,187,182,218,233,196
15718,5,6,7,7,7,7,6,6,380,304,315,347,361,381,372,342
15719,3,3,3,3,3,3,6,3,66,160,165,169,132,126,122,119
15720,5,10,6,6,4,5,7,5,182,102,249,225,319,213,251,246
15721,5,5,5,8,7,6,7,6,341,433,426,341,329,452,352,456
15722,9,10,10,10,7,8,6,9,99,109,123,128,116,205,284,224
15723,3,3,4,4,7,5,9,7,231,243,163,130,124,136,71,94
15725,10,10,10,10,9,8,8,8,85,298,285,302,427,383,405,399
15726,5,9,8,9,6,5,8,9,190,220,224,182,237,267,265,202
15727,8,8,7,9,7,5,7,7,93,146,149,131,225,273,228,157
15728,8,8,8,9,8,9,10,9,137,107,133,139,132,77,85,113
15729,4,5,5,6,7,6,8,6,544,531,470,370,315,347,171,223
15730,10,10,9,4,7,8,8,9,97,101,241,422,368,295,260,125
15731,6,6,4,5,6,5,4,7,390,429,508,468,414,400,407,345
15732,9,10,10,10,9,9,9,8,128,123,107,110,121,183,123,163
15733,10,9,10,9,8,9,10,10,114,127,102,135,221,160,78,13
15734,7,7,7,8,9,9,8,8,422,384,359,329,318,319,340,366
15735,1,1,2,3,1,2,1,2,147,126,157,84,188,142,146,151
15736,4,2,2,2,3,2,3,3,103,191,160,166,152,239,137,113
15737,6,9,4,2,4,5,7,9,68,34,75,109,69,91,56,28
15738,10,9,6,8,10,10,5,4,78,80,103,93,99,59,161,225
15739,2,2,1,2,2,2,3,5,228,220,294,216,194,270,256,225
15740,6,7,5,5,5,6,9,9,489,360,432,446,333,417,286,239
15741,8,10,9,7,8,9,7,7,95,87,167,271,254,111,150,186
15742,3,4,3,4,4,6,9,10,147,114,188,116,64,89,60,5
15743,4,5,4,4,5,5,3,4,82,93,155,241,140,152,248,155
15744,9,6,5,9,9,9,9,8,129,188,176,136,115,153,135,131
15745,9,8,7,5,7,5,7,7,61,96,146,142,111,205,117,143
15746,7,8,7,7,6,6,5,6,272,283,323,340,343,386,409,400
15747,2,5,3,2,5,2,1,7,110,36,152,175,53,103,135,19
15748,9,10,9,10,10,10,10,10,306,291,277,206,185,216,286,212
15749,7,9,6,6,9,8,9,8,124,144,210,215,210,200,155,191
15750,8,9,10,8,8,10,9,8,163,194,153,177,225,181,203,198
15751,1,2,1,1,1,1,1,1,90,70,67,56,72,73,66,77
15752,5,6,7,4,6,3,6,5,283,272,263,268,306,369,303,282
15753,7,8,4,8,8,9,9,10,182,128,145,203,128,166,269,179
15754,1,2,5,3,1,1,3,3,125,133,77,147,93,158,133,76
15755,3,6,3,3,2,2,10,3,91,78,111,99,68,69,5,43
15756,10,10,10,10,10,10,10,9,202,203,166,120,115,171,176,169
15757,9,5,4,4,4,5,3,5,57,92,81,112,113,101,116,86
15758,4,9,7,9,8,8,10,3,52,35,77,99,91,85,53,68
15759,3,2,2,2,2,2,2,3,69,65,53,77,56,64,58,24
15760,3,2,3,2,3,2,3,3,331,379,386,447,444,448,418,364
15761,5,5,5,4,5,8,7,5,130,154,135,164,144,113,101,168
15762,3,2,1,2,1,1,1,1,38,64,90,68,89,94,123,90
15763,6,8,7,8,8,8,8,8,277,262,256,235,224,265,246,173
15764,5,5,6,7,7,7,7,9,294,293,310,247,270,280,237,161
15765,1,1,2,2,10,10,10,8,116,107,79,51,2,2,2,1
15766,8,5,6,8,7,5,8,9,134,147,175,187,240,249,216,151
15767,6,4,8,6,5,5,5,4,63,55,81,88,101,80,140,142
15769,10,10,10,9,9,10,10,10,144,127,192,194,204,188,154,107
15770,4,4,4,5,4,3,5,5,176,132,115,131,129,178,99,86
15771,5,6,6,10,10,10,9,9,288,225,227,67,142,129,193,132
15772,10,10,10,10,10,9,10,9,15,12,27,10,21,23,10,142
15773,8,7,8,8,7,6,7,7,235,281,204,221,237,327,301,249
15774,6,5,6,9,8,5,8,7,265,268,297,192,191,302,290,243
15775,6,6,10,8,8,9,9,10,53,67,39,55,55,57,57,40
15776,1,2,1,3,2,6,2,1,278,298,226,134,187,58,168,144
15777,6,6,7,7,7,7,6,5,171,173,161,129,241,224,228,245
15778,6,5,4,4,5,7,6,8,294,286,331,361,182,202,256,207
15779,1,2,2,2,1,1,2,2,144,162,142,130,158,177,188,118
15780,1,1,1,1,1,1,1,1,173,172,168,335,429,495,543,350
15781,10,9,8,8,10,10,10,10,145,269,394,388,220,207,103,103
15782,10,10,9,9,9,10,9,9,154,207,220,250,227,230,249,179
15783,9,9,6,5,5,4,4,4,163,209,303,416,318,370,380,371
15784,8,9,7,7,7,7,7,8,218,208,262,293,263,293,254,246
15785,6,7,10,9,7,5,8,6,228,198,137,171,224,263,228,295
15786,7,5,8,5,5,4,4,3,59,69,40,75,58,86,77,70
15787,10,10,10,10,10,10,10,10,25,12,95,185,194,198,161,93
15788,9,7,9,7,9,9,10,10,134,215,158,174,231,185,107,83
15789,7,7,6,7,7,6,6,7,293,316,439,317,349,417,427,401
15790,10,10,10,2,10,10,10,8,1,5,21,46,30,83,60,56
15791,6,7,10,7,5,6,8,10,138,118,90,152,147,168,87,11
15792,10,10,10,9,10,8,8,7,88,147,221,175,192,277,293,258
15793,1,8,7,8,8,7,8,7,239,206,253,221,198,232,201,200
15794,10,9,10,8,9,8,9,5,43,62,81,141,149,170,126,134
15795,5,9,9,8,6,9,9,7,281,178,181,220,308,114,89,90
15796,10,5,2,1,2,3,4,3,21,98,151,201,80,97,58,63
15797,9,10,10,10,10,7,10,6,75,55,54,138,37,114,61,61
15798,10,9,10,10,10,10,9,10,79,217,220,154,135,232,310,167
15799,10,4,9,10,10,10,9,9,87,148,154,158,117,120,132,134
15800,9,9,10,9,7,6,7,9,219,245,212,305,391,466,473,311
15801,7,7,8,5,4,4,4,4,240,211,187,313,440,423,364,343
15802,4,3,2,3,2,2,4,2,95,95,107,103,87,68,59,61
15803,5,6,4,4,4,4,5,5,55,54,122,154,130,90,86,89
15804,8,5,9,9,7,6,7,9,200,158,147,135,168,197,168,137
15805,1,1,1,2,3,4,2,3,417,508,474,540,519,489,483,425
15806,6,10,10,9,10,10,10,10,75,14,38,41,26,33,16,15
15808,7,7,6,5,4,6,7,7,94,149,241,198,236,169,129,194
15809,8,2,6,4,2,5,3,4,27,193,46,180,218,175,146,101
15810,8,9,9,10,8,9,9,7,277,258,287,246,332,236,257,278
15811,10,10,7,6,5,7,7,5,14,11,100,116,132,114,101,47
15812,4,6,5,6,7,6,4,5,497,583,610,599,524,567,536,479
15813,10,10,10,7,4,7,3,5,68,71,218,288,444,380,517,434
15814,9,9,10,10,10,10,10,10,246,307,182,213,249,182,201,211
15815,4,7,5,9,8,7,6,4,116,110,108,116,109,150,242,207
15816,9,8,8,6,6,6,10,10,152,196,144,222,235,166,90,137
15817,10,9,9,10,10,10,8,10,119,190,167,144,159,90,136,128
15818,10,10,10,10,8,10,10,10,56,78,165,167,122,104,107,123
15819,5,5,4,5,6,4,8,7,404,433,449,429,416,434,322,287
15820,6,6,7,6,8,8,9,6,276,268,281,329,237,257,223,286
15821,4,4,7,6,5,6,5,6,321,400,321,399,337,343,280,372
15822,10,9,10,10,9,9,9,10,194,260,186,176,262,290,293,193
15823,5,7,5,8,6,6,8,8,228,247,262,226,253,256,216,171
15824,9,10,10,10,10,10,9,10,361,287,249,208,289,285,269,211
15825,1,2,2,2,1,2,2,2,480,502,449,548,524,363,395,409
15826,8,7,8,9,8,7,8,7,165,181,144,146,151,146,209,209
15827,9,7,10,9,8,8,10,9,88,194,130,151,182,163,91,116
15828,2,2,4,1,2,2,1,2,103,101,65,105,72,70,38,45
15829,2,2,3,1,1,1,1,1,80,133,80,154,242,136,236,263
15830,10,10,10,9,9,10,10,10,80,120,150,211,221,214,159,160
15831,7,5,5,5,5,6,5,4,203,124,335,353,343,357,384,437
15832,10,9,9,9,9,9,9,9,204,261,243,261,234,264,256,236
15833,7,8,6,8,6,7,7,7,358,242,292,317,455,358,307,294
15834,6,8,8,8,8,8,9,7,331,307,290,281,267,278,220,206
15835,10,10,8,8,10,10,10,2,41,37,79,63,72,105,66,143
15836,1,1,3,3,1,1,1,8,86,88,75,40,84,84,99,26
15837,5,6,7,6,6,5,4,6,163,194,173,167,164,249,260,174
15838,10,9,10,10,10,10,10,10,30,61,60,79,91,119,62,36
15839,7,8,7,10,10,9,8,9,110,81,152,100,72,170,155,209
15840,8,7,6,9,9,10,10,10,114,208,264,127,112,44,28,95
15841,4,4,6,9,6,9,6,8,209,174,155,138,142,153,179,123
15842,6,7,9,9,9,7,6,5,238,254,180,222,221,284,258,269
15843,7,8,5,10,6,6,6,6,195,158,241,106,196,241,226,254
15844,8,9,10,8,8,9,8,8,171,154,125,194,256,216,217,220
15845,10,10,10,9,6,10,7,9,56,89,123,103,59,121,217,105
15846,10,8,10,7,8,7,4,5,122,101,201,273,394,442,561,511
15847,10,10,10,5,3,6,7,7,14,16,25,72,114,93,64,107
15848,10,10,4,9,8,8,7,6,104,120,156,256,185,242,247,176
15849,9,9,10,6,4,4,1,1,57,81,33,51,63,100,57,86
15850,10,9,8,9,7,8,10,10,134,251,311,284,356,347,128,28
15851,4,3,1,2,1,2,1,4,122,217,221,163,199,238,209,121
15852,7,6,7,6,6,7,5,5,205,257,271,313,247,242,337,323
15853,1,1,1,3,5,4,5,5,250,236,389,402,346,319,249,260
15854,2,1,2,2,2,3,3,3,65,98,86,104,116,101,97,101
15855,5,6,7,6,10,10,9,10,253,229,205,240,75,84,140,69
15856,8,7,8,7,7,8,6,6,301,301,280,311,303,263,388,422
15857,9,9,9,9,8,8,8,8,261,243,325,290,361,330,349,322
15858,7,10,6,9,7,10,7,6,137,145,144,85,183,81,200,234
15859,9,10,10,7,7,5,4,10,128,97,111,279,299,368,500,32
15860,8,3,4,3,6,4,2,2,282,344,284,244,262,292,270,249
15861,1,1,2,2,3,3,2,2,128,111,80,84,55,60,90,103
15862,6,7,6,5,7,5,4,6,62,66,115,123,80,135,145,117
15863,7,7,7,8,8,8,6,8,303,291,287,256,294,330,404,242
15864,6,7,9,8,8,8,8,8,323,278,217,235,245,254,297,222
15865,10,8,9,8,8,7,9,8,142,188,202,250,265,271,236,265
15867,10,8,6,6,7,9,9,9,25,184,308,343,352,196,161,189
15868,3,4,6,3,9,4,10,9,59,86,102,100,80,68,19,26
15869,9,7,5,6,3,6,7,3,156,280,369,318,327,269,224,217
15870,8,9,7,10,8,9,3,9,81,118,117,104,82,133,62,57
15871,8,7,4,5,4,6,6,6,187,231,268,269,309,262,329,246
15872,10,10,9,9,10,9,9,9,188,208,224,224,224,339,280,243
15873,6,5,4,5,6,3,3,4,173,235,333,230,222,267,341,285
15874,2,3,3,2,2,4,2,3,163,195,224,117,121,109,209,155
15875,6,4,3,3,3,4,4,4,199,291,279,415,308,308,317,208
15876,10,6,5,3,5,6,5,4,72,179,232,300,230,279,274,201
15877,10,10,10,10,10,10,9,10,153,155,211,188,226,234,253,207
15878,7,3,6,4,5,9,9,6,99,120,107,90,91,30,42,35
15879,7,6,4,4,5,6,5,5,145,267,350,351,274,276,339,374
15880,10,7,10,8,8,8,7,6,147,193,140,211,314,285,290,249
15881,3,3,3,4,3,2,6,5,98,122,160,123,142,125,96,85
15882,8,4,2,4,6,3,4,3,56,82,106,74,88,90,80,78
15883,8,9,10,9,8,7,6,6,250,199,203,361,272,343,420,321
15884,10,9,10,10,10,10,10,10,10,107,4,15,7,45,8,36
15885,5,10,10,6,3,5,5,4,112,28,24,103,143,162,213,190
15886,5,4,5,6,6,5,4,5,421,488,427,440,366,502,510,432
15887,8,5,7,6,8,8,6,8,114,170,213,228,182,188,186,210
15888,9,8,10,7,7,8,8,6,62,91,60,95,87,52,101,128
15889,10,10,10,8,9,7,9,7,79,95,140,251,284,365,267,300
15890,4,7,9,7,6,5,9,7,64,81,75,98,94,143,90,93
15891,7,10,9,10,10,8,8,9,107,62,86,84,76,87,132,152
15892,6,5,5,7,8,8,7,10,328,383,419,340,275,294,307,120
15893,8,8,5,6,5,7,6,5,147,191,154,164,217,144,132,178
15894,10,10,10,10,10,10,10,10,90,96,148,122,123,103,127,119
15895,9,8,6,7,7,7,7,8,161,253,327,330,333,336,337,277
15896,10,9,10,8,5,6,9,10,75,66,82,79,75,89,62,84
15897,9,6,7,9,8,8,8,6,191,220,164,214,218,257,185,269
15898,6,6,3,6,2,7,9,5,391,361,321,352,334,454,263,486
15899,10,10,9,9,10,9,10,10,163,193,219,238,151,263,152,150
15900,3,3,1,1,2,1,1,1,68,53,108,93,75,105,114,124
15901,5,5,6,9,5,10,4,8,149,207,149,86,102,78,163,134
15902,10,9,8,8,6,8,10,7,73,70,89,76,69,83,47,57
15903,9,9,9,9,10,7,9,6,199,271,266,268,191,392,313,317
15904,5,5,5,5,6,4,3,3,130,308,363,373,249,295,287,346
15905,6,6,6,6,5,7,8,5,96,114,97,67,111,81,88,131
15906,7,7,6,4,6,4,4,4,255,306,269,338,384,400,337,373
15907,1,1,1,2,2,2,1,2,130,245,112,137,154,131,121,117
15908,5,6,4,6,5,5,6,6,502,481,585,445,515,518,505,411
15909,9,9,10,10,10,10,10,10,228,248,218,203,170,195,145,116
15910,6,5,6,7,6,6,6,8,281,322,288,232,297,208,236,204
15911,1,1,1,1,1,1,2,2,269,250,336,477,373,466,375,297
15912,2,1,3,3,1,1,4,2,85,87,54,39,58,106,33,54
15913,3,4,4,7,2,3,4,3,68,93,85,94,51,84,68,56
15914,4,8,8,9,10,9,5,6,270,199,173,180,141,166,92,145
15915,6,9,10,7,8,6,7,7,116,107,57,109,160,170,178,149
15916,7,8,7,10,6,6,6,6,238,255,237,195,323,359,339,334
15917,9,9,6,10,10,10,8,9,177,250,289,186,161,192,233,202
15918,8,10,9,7,8,7,6,6,141,142,126,203,186,261,269,258
15919,2,3,2,3,2,2,2,2,101,81,171,147,149,220,177,183
15920,9,9,7,7,10,9,9,9,166,182,215,249,200,227,268,256
15921,10,10,10,5,9,10,10,8,20,69,82,162,96,97,77,95
15922,6,9,7,9,6,8,8,7,303,197,261,243,359,266,288,212
15923,5,4,2,3,2,3,2,1,28,45,66,50,75,72,69,80
15924,4,3,2,6,5,8,5,7,149,145,141,79,88,90,53,64
15925,10,10,10,10,10,10,9,9,1,2,4,90,96,97,106,131
15926,7,7,7,6,7,9,9,10,169,231,179,227,219,151,180,107
15927,8,5,3,10,5,10,10,9,105,166,131,75,106,65,54,54
15928,3,3,4,1,8,2,5,4,61,81,77,75,32,117,82,125
15929,8,8,7,8,9,8,7,5,298,301,309,273,257,224,304,301
15930,7,6,9,8,7,7,6,6,131,201,186,222,295,342,253,315
15931,7,6,5,4,4,5,2,4,187,254,267,302,360,260,264,180
15932,10,10,10,10,10,10,10,10,150,73,135,37,53,42,12,3
15933,9,3,2,8,5,4,6,6,73,104,180,157,169,240,174,175
15934,5,8,8,7,6,8,6,7,308,208,196,229,264,186,197,212
15935,9,10,7,6,5,4,4,4,103,50,127,120,108,134,114,122
15936,9,3,9,8,9,10,8,8,79,159,157,114,117,131,161,180
15937,5,6,4,5,4,5,3,4,447,376,424,436,424,370,453,412
15938,2,1,2,5,2,1,3,2,100,119,122,59,98,93,82,98
15939,4,4,4,5,3,4,5,4,402,340,325,341,425,369,295,364
15940,10,10,10,5,7,8,5,4,62,112,6,150,163,104,187,291
15941,3,2,6,4,2,3,3,9,82,101,117,46,76,141,113,64
15942,5,7,7,7,7,5,8,8,287,240,262,220,195,225,206,151
15943,5,8,6,10,5,10,10,10,352,344,365,202,148,32,17,97
15944,6,6,8,6,8,8,8,6,139,120,166,195,192,182,194,179
15945,9,9,4,9,9,10,9,10,160,143,155,178,168,162,120,112
15946,10,10,9,7,6,7,7,7,124,153,214,345,434,369,334,316
15947,3,4,7,4,5,5,6,6,439,516,343,558,421,473,418,393
15948,6,8,9,9,9,10,10,10,181,172,178,148,162,103,49,51
15949,5,6,6,3,8,7,5,8,67,89,45,77,43,46,70,61
15950,5,8,7,8,6,5,8,8,250,164,220,197,260,312,208,231
15951,5,5,5,4,5,5,4,5,513,559,610,689,632,544,669,488
15952,6,6,7,6,8,5,4,7,306,221,280,275,263,451,378,320
15953,9,9,9,9,10,10,7,5,137,97,97,122,104,113,235,274
15956,8,6,7,7,7,7,7,8,141,226,203,181,177,203,164,113
15957,5,8,8,10,5,9,9,9,304,239,253,193,207,229,198,195
15958,8,9,8,10,10,9,9,9,204,167,204,181,165,167,178,187
15959,8,8,7,8,6,8,8,10,116,139,188,178,204,121,151,67
15961,2,3,2,2,4,4,1,2,74,87,100,125,110,133,125,94
15962,7,7,6,7,6,7,7,8,252,271,258,275,272,248,280,228
15963,8,8,7,5,6,6,6,5,303,287,339,395,377,384,369,418
15964,9,7,9,9,9,8,8,7,198,265,273,244,273,322,341,329
15966,4,6,3,4,5,5,5,6,355,359,414,371,343,260,375,235
15967,3,4,4,5,3,3,5,3,214,222,215,187,167,166,122,116
15968,6,4,5,5,4,4,5,5,193,280,276,283,216,189,224,178
15969,1,2,2,3,2,4,1,2,142,150,103,26,49,93,99,100
15970,10,10,10,10,10,10,10,8,158,140,177,167,224,242,258,279
15971,7,8,5,8,9,7,9,7,200,192,136,182,170,162,155,230
15972,3,2,3,3,5,3,2,3,157,148,100,99,67,95,129,117
15973,4,1,2,3,1,2,1,2,68,74,90,76,101,115,156,47
15974,3,1,2,1,2,4,1,1,82,105,123,110,69,51,92,119
15975,6,2,3,4,3,4,8,5,41,87,87,56,54,84,64,58
15976,10,10,10,10,7,9,9,10,48,56,113,148,265,178,97,79
15977,3,6,5,5,7,4,10,6,53,47,81,72,44,66,56,38
15978,7,6,5,4,5,4,4,6,117,122,215,294,185,239,244,208
15979,10,6,8,9,9,9,9,10,117,249,187,233,229,198,204,157
15980,6,4,6,3,5,3,5,4,203,205,157,182,154,200,168,131
15981,10,10,10,10,10,10,10,10,6,4,52,14,37,20,30,14
15982,3,4,5,5,5,4,4,6,289,282,344,376,326,436,423,337
15983,7,8,8,8,7,9,8,9,122,130,168,190,153,90,149,117
15984,2,4,2,2,2,5,4,8,100,106,150,124,140,92,153,89
15985,1,2,1,3,4,5,3,4,166,337,270,196,179,181,273,207
15986,8,4,3,3,4,3,4,3,47,73,79,122,119,144,119,143
15987,8,10,8,9,9,8,7,8,229,225,296,263,230,358,401,345
15988,6,6,5,6,6,5,6,6,478,409,541,468,460,588,537,556
15989,5,4,8,3,6,6,3,5,160,157,111,133,129,118,89,113
15990,8,8,8,9,10,9,8,9,216,277,282,262,157,218,220,197
15991,5,9,7,4,6,4,7,4,121,112,139,180,141,174,146,119
15992,4,7,4,6,4,6,5,3,143,103,92,103,122,128,150,172
15993,7,6,7,8,7,8,5,7,217,251,193,192,224,179,282,221
15994,4,3,5,4,5,4,6,6,77,90,85,84,104,90,64,63
15995,10,10,10,9,9,10,10,10,7,16,209,266,246,210,176,155
15996,7,5,6,6,5,6,8,8,133,177,150,160,214,216,155,153
15997,9,9,8,8,9,7,6,7,202,208,312,329,226,450,423,330
15998,3,2,3,2,3,1,3,1,60,96,78,85,60,80,56,75
15999,1,1,1,1,1,1,1,1,103,75,51,54,86,158,109,188
16000,2,2,2,1,3,2,7,5,373,339,473,488,274,353,221,276
16001,10,10,10,10,10,8,9,10,194,221,173,182,214,296,325,244
16002,6,10,9,10,9,8,9,10,169,137,133,169,212,191,166,198
16003,6,9,10,9,9,8,10,9,71,103,90,87,50,82,63,42
16004,10,9,10,9,10,10,8,9,52,81,59,81,62,93,83,108
16006,1,1,2,2,1,1,2,1,90,51,124,98,70,81,40,124
16007,5,7,6,6,5,6,6,6,349,306,332,332,389,396,354,337
16008,9,10,9,9,10,10,10,10,142,201,255,275,214,214,58,120
16009,10,8,8,10,8,7,5,3,94,208,328,221,284,324,426,443
16010,3,3,2,1,3,3,1,2,52,68,88,106,89,82,152,156
16011,5,8,9,7,9,10,10,9,152,100,92,115,95,104,77,64
16012,8,9,7,10,9,7,7,6,135,129,166,101,173,199,207,182
16013,10,8,9,8,6,5,6,5,100,253,161,186,258,356,256,320
16014,10,1,1,1,1,3,1,1,15,94,127,157,148,86,135,85
16015,3,6,7,5,3,6,5,2,61,82,69,66,74,71,104,83
16016,6,6,8,5,6,6,6,6,289,350,286,434,384,419,376,370
16017,5,4,1,2,2,2,1,2,232,215,509,347,450,563,398,386
16018,7,9,9,9,7,7,8,9,153,151,185,130,164,175,137,105
16019,3,3,2,9,7,5,3,3,258,222,232,126,172,261,428,344
16021,3,3,4,3,3,4,3,4,279,359,355,373,277,240,325,308
16022,8,6,9,9,8,8,7,9,141,185,133,165,182,212,209,153
16023,10,10,8,10,10,9,10,10,66,64,89,59,64,112,80,76
16024,5,2,3,3,2,2,7,10,46,87,78,101,127,166,83,33
16026,2,2,2,2,3,2,2,2,98,91,97,105,91,121,97,90
16027,7,9,8,7,7,8,8,6,173,130,129,179,90,99,120,142
16028,8,7,10,10,9,9,10,8,146,126,86,84,113,109,90,142
16029,8,8,6,6,4,6,5,6,242,281,307,250,266,303,292,305
16030,9,9,10,10,10,10,10,10,166,212,193,173,141,157,167,112
16031,10,10,10,10,10,10,10,10,166,154,245,176,151,220,209,171
16032,6,6,5,8,6,6,4,6,346,291,339,217,287,339,384,290
16033,3,3,3,4,3,3,2,4,446,381,328,386,461,498,483,403
16034,5,5,5,6,4,4,7,9,292,283,301,324,378,268,215,108
16035,7,9,10,8,5,6,9,6,71,117,91,156,115,158,118,56
16036,8,6,9,8,9,8,9,7,247,319,260,186,203,221,183,203
16037,4,1,2,2,6,5,5,4,42,46,74,111,107,84,93,99
16038,5,6,6,7,8,8,8,8,221,236,270,254,223,205,214,89
16039,5,6,5,6,2,3,2,5,233,240,261,239,257,297,295,209
16040,4,4,4,5,4,6,5,6,289,315,327,447,391,348,380,330
16041,3,5,4,5,4,4,5,6,108,155,150,131,150,175,137,93
16042,10,9,9,8,7,6,3,5,72,137,158,224,254,272,202,211
16043,10,6,2,1,1,1,1,1,49,21,66,119,212,163,107,54
16044,4,2,4,3,4,4,7,6,51,105,86,91,66,53,55,44
16045,2,3,2,3,3,2,4,3,76,102,73,83,98,77,54,89
16046,5,7,8,7,8,7,7,6,211,214,210,224,202,245,120,153
16047,6,6,7,7,8,6,7,8,361,389,353,337,264,409,398,246
16048,7,8,7,5,8,6,7,6,273,305,341,492,357,337,377,409
16049,9,10,10,10,10,10,10,9,115,89,96,104,119,105,112,188
16050,10,10,10,10,10,10,10,9,125,140,107,183,151,123,175,213
16052,2,5,2,2,2,3,2,2,51,45,88,108,83,64,104,135
16053,10,10,9,8,9,10,9,8,62,125,130,278,209,196,207,219
16054,7,5,6,3,4,6,5,5,135,230,251,395,376,362,321,273
16055,8,7,7,6,6,6,8,7,258,265,238,236,255,311,240,287
16056,7,6,5,7,5,8,7,7,169,183,228,190,263,124,168,162
16057,6,4,6,7,10,7,8,10,175,132,130,141,69,77,48,25
16058,6,4,6,4,4,8,5,4,174,265,262,260,340,209,343,282
16059,8,7,9,7,7,9,9,10,125,130,149,129,102,146,139,84
16060,8,7,9,8,10,10,9,9,224,260,175,159,115,119,150,143
16061,1,1,1,1,2,4,9,7,91,93,83,105,49,17,12,25
16062,9,5,6,4,6,5,9,4,58,65,122,71,59,92,35,65
16063,10,10,10,9,10,9,10,10,250,276,259,315,293,306,125,94
16064,10,9,7,6,10,8,10,9,5,52,95,85,53,41,13,22
16065,7,9,7,7,5,7,7,9,222,137,247,247,242,250,225,163
16066,5,4,3,2,2,2,2,1,38,50,59,110,70,83,87,188
16067,10,3,3,4,5,5,4,3,168,616,701,520,500,551,560,466
16068,1,2,2,1,1,1,1,1,64,49,59,96,72,152,103,116
16069,8,8,9,9,7,10,9,9,247,306,216,233,308,265,242,372
16070,9,10,10,10,9,10,10,5,223,169,211,217,246,187,226,237
16071,10,10,10,10,10,10,10,10,86,62,52,25,52,92,21,49
16072,10,9,4,5,6,7,5,4,96,291,423,364,516,429,546,614
16073,8,9,7,9,8,10,9,9,218,196,234,168,199,157,194,205
16074,10,10,10,9,9,10,10,8,18,10,67,160,160,105,213,265
16075,6,9,5,8,6,6,5,5,172,117,241,174,228,177,279,172
16076,6,4,6,4,4,2,2,2,84,152,102,106,97,105,129,116
16077,5,6,6,8,8,6,7,7,350,374,387,302,275,317,338,270
16078,4,1,4,2,2,3,4,2,87,124,65,91,77,79,97,129
16079,10,8,9,9,10,7,6,7,93,198,111,112,82,197,169,128
16080,4,4,4,5,7,6,5,7,297,311,240,327,252,236,242,284
16081,3,3,5,4,3,3,4,2,46,68,46,48,64,52,64,70
16083,5,10,6,10,9,8,6,8,96,80,120,77,104,111,122,97
16084,4,6,3,6,4,3,8,3,185,185,311,184,180,217,168,102
16085,10,10,10,10,9,9,8,9,146,108,132,122,211,284,332,249
16086,9,9,8,9,10,9,8,7,90,170,210,173,131,229,213,189
16087,5,8,5,8,3,7,4,9,280,245,216,235,245,290,257,170
16088,3,2,3,5,3,3,2,3,85,122,65,70,83,121,266,345
16089,7,8,8,8,7,8,9,8,291,282,301,307,322,322,225,354
16090,9,10,10,10,10,10,10,10,7,22,2,6,3,18,8,5
16091,6,9,10,8,10,10,10,6,170,136,148,151,115,159,137,140
16092,7,6,7,6,6,7,4,5,227,250,309,328,347,345,619,603
16093,9,9,7,9,8,8,8,8,145,192,276,188,210,241,198,173
16094,10,10,10,9,10,10,8,10,143,158,205,247,196,179,283,202
16095,6,8,9,8,9,8,9,9,174,160,114,135,141,149,118,95
16096,1,2,2,2,1,3,1,4,72,94,94,89,58,55,91,44
16097,10,10,10,10,10,10,9,10,134,215,193,229,233,215,324,274
16098,3,4,4,6,5,4,8,4,66,105,60,71,76,69,44,64
16099,9,10,9,10,9,10,9,8,112,93,112,109,142,88,117,146
16100,9,8,8,7,8,8,6,6,178,188,187,171,204,197,255,247
16102,5,10,4,6,6,9,10,10,75,20,136,101,116,56,48,3
16104,5,5,4,3,5,3,2,3,116,68,97,238,177,142,338,226
16105,6,9,5,9,7,7,10,8,155,95,116,93,156,139,112,109
16106,9,9,7,6,9,7,9,8,157,180,241,235,190,262,225,232
16107,4,5,5,5,3,7,6,6,386,318,350,302,309,250,333,246
16108,1,3,2,3,2,2,1,2,60,64,83,65,63,98,67,78
16109,10,7,8,6,9,9,9,8,17,132,109,155,111,146,107,94
16110,3,5,4,3,2,10,8,10,191,126,168,365,416,27,107,10
16111,8,8,10,8,8,9,9,6,217,165,135,192,184,110,148,149
16112,7,6,4,7,10,10,10,10,144,162,136,139,63,43,38,41
16113,6,7,4,5,5,7,6,3,201,167,253,287,260,230,288,227
16114,4,2,2,1,1,2,1,2,107,169,265,501,456,246,121,59
